Samples4Survey FeSe_0720
223.08 410063.38
222.08 411822.81
221.08 412870.81
220.08 413416.78
219.08 409678.45
218.08 406528.24
217.08 408122.18
216.08 406250.93
215.08 410260.84
214.08 408751.6
213.08 406290.51
212.08 407542.78
211.08 404297.96
210.08 403276.84
209.08 411941.25
208.08 410460.6
207.08 414684.53
206.08 422018.27
205.08 425220.63
204.08 430583.45
203.08 434424.84
202.08 441440.49
201.08 443380.54
200.08 449454.89
199.08 451938.77
198.08 454646.15
197.08 455785.12
196.08 450783.73
195.08 448898.59
194.08 442703.9
193.08 438983.97
192.08 431815.25
191.08 431237.99
190.08 430115.98
189.08 429100.21
188.08 431061.72
187.08 440920.36
186.08 455520.97
185.08 467989.01
184.08 485555.79
183.08 503637.51
182.08 540063.27
181.08 590454.16
180.08 659847.99
179.08 693646.69
178.08 660922.7
177.08 575719.36
176.08 506378.18
175.08 466747.26
174.08 443071.85
173.08 415042.45
172.08 369765.43
171.08 337740.37
170.08 323723.59
169.08 327070.08
168.08 338609.2
167.08 353931.6
166.08 361082.05
165.08 353800.89
164.08 343377.12
163.08 344160.59
162.08 369504.65
161.08 390560.78
160.08 366877.38
159.08 323334.2
158.08 286097.62
157.08 264274.95
156.08 254951.23
155.08 246434.54
154.08 242553.46
153.08 237538.68
152.08 234104.32
151.08 228181.3
150.08 221820.49
149.08 224418.53
148.08 224048.4
147.08 226139.41
146.08 228678.02
145.08 226122.5
144.08 224439.56
143.08 222694.01
142.08 223306.53
141.08 235766.96
140.08 262197.11
139.08 296836.66
138.08 318551.81
137.08 309968.09
136.08 317033.08
135.08 463115.23
134.08 642359.35
133.08 705187.44
132.08 603803.18
131.08 257012.27
130.08 140653.03
129.08 123296.58
128.08 117818.96
127.08 114609.77
126.08 112153.76
125.08 112499.8
124.08 113178.77
123.08 112080.84
122.08 111001.81
121.08 111064.62
120.08 113004.41
119.08 114319.53
118.08 115990.19
117.08 119176.32
116.08 123227.14
115.08 123683.8
114.08 123104.04
113.08 121581.2
112.08 120677.18
111.08 118066.25
110.08 114960.35
109.08 112223.38
108.08 112818.4
107.08 113083.68
106.08 112718.81
105.08 114154.43
104.08 114310.18
103.08 117276
102.08 118934.1
101.08 121274.94
100.08 121778.8
99.08 117838.76
98.08 117823.43
97.08 114102.29
96.08 118150.43
95.08 119948.78
94.08 124091.17
93.08 124029.66
92.08 117444.36
91.08 115730.91
90.08 113552.99
89.08 109611
88.08 109105.23
87.08 107640.48
86.08 106101.28
85.08 106686.94
84.08 107590.24
83.08 109778.49
82.08 109278.4
81.08 111240.92
80.08 109599.56
79.08 112503.32
78.08 113842.79
77.08 117863.65
76.08 117405.16
75.08 120468.25
74.08 121963.3
73.08 119882.09
72.08 113958.13
71.08 112041.3
70.08 106827.57
69.08 105942.84
68.08 106910.61
67.08 106074.1
66.08 104788.62
65.08 104661.34
64.08 106891.44
63.08 112654.84
62.08 123398.99
61.08 127539.05
60.08 119780.84
59.08 116578.69
58.08 119692.43
57.08 138134.92
56.08 188599.08
55.08 233616.51
54.08 194251.21
53.08 131723.07
52.08 90928.67
51.08 76062.26
50.08 74670.54
49.08 70691.35
48.08 64918.37
47.08 59107.35
46.08 54564.39
45.08 55443.15
44.08 57117.05
43.08 57305.7
42.08 56485.79
41.08 54327.01
40.08 55292.18
39.08 62596.78
38.08 92890.9
37.08 136896.64
36.08 131022.26
35.08 82958.62
34.08 52911.27
33.08 42981.39
32.08 39189.93
31.08 37213.64
30.08 36541.12
29.08 33517.1
28.08 32783.38
27.08 33507.63
26.08 35461.91
25.08 38303.81
24.08 41716.95
23.08 50157.99
22.08 63413.07
21.08 77643.13
20.08 101639.65
19.08 131931.27
18.08 121891.96
17.08 63459.69
16.08 29494.26
15.08 21492.55
14.08 19622.86
13.08 18927.24
12.08 17551.03
11.08 15441.65
10.08 14280.22
9.08 14602.92
8.08 18264.39
7.08 27334.49
6.08 36938.47
5.08 37682.37
4.08 33206.51
3.08 29189.61
2.08 20478.28
1.08 11238.68
0.08 4851.81
-0.92 1939.75
-1.92 1076.92
-2.92 692.48
-3.92 454.63
-4.92 382
