Samples4Survey LaCo_0605_2
1159.08 627272.01
1158.08 629749.88
1157.08 639940.99
1156.08 630428.49
1155.08 633770.21
1154.08 636704.01
1153.08 639436.81
1152.08 645343.91
1151.08 638155.5
1150.08 639372.41
1149.08 638481.91
1148.08 645302.73
1147.08 643347.6
1146.08 639041.74
1145.08 638438.75
1144.08 643765.05
1143.08 641140.94
1142.08 648995.27
1141.08 652849.84
1140.08 646472.5
1139.08 649078.52
1138.08 647525.6
1137.08 652971.8
1136.08 654159.19
1135.08 653277.01
1134.08 651348.21
1133.08 653866.11
1132.08 663451.03
1131.08 674034.72
1130.08 683641.97
1129.08 688948.37
1128.08 706008.41
1127.08 713670.99
1126.08 703987.65
1125.08 702317.9
1124.08 693109.83
1123.08 690192.92
1122.08 681704.38
1121.08 662090.12
1120.08 648223.58
1119.08 657914.12
1118.08 644544.48
1117.08 653756.47
1116.08 646236.27
1115.08 651527.31
1114.08 647740.68
1113.08 660961.7
1112.08 667209.96
1111.08 649779.67
1110.08 651880.85
1109.08 652697.43
1108.08 652109.9
1107.08 653174.48
1106.08 656976.17
1105.08 665315.46
1104.08 664606.44
1103.08 663367.77
1102.08 659060.74
1101.08 672035.9
1100.08 678123.62
1099.08 660970.67
1098.08 671803.95
1097.08 672221.97
1096.08 675487.26
1095.08 678015.39
1094.08 683032.96
1093.08 669241.52
1092.08 683446.86
1091.08 681170.23
1090.08 691490.89
1089.08 683190.29
1088.08 679266.21
1087.08 678314.75
1086.08 680279.53
1085.08 685397.67
1084.08 686901.39
1083.08 690767.23
1082.08 695236
1081.08 697437.36
1080.08 693272.23
1079.08 686590.9
1078.08 695960.05
1077.08 701950.4
1076.08 696700.75
1075.08 702094.15
1074.08 697243.44
1073.08 698945.67
1072.08 700640.43
1071.08 707024.32
1070.08 720764.35
1069.08 716285.68
1068.08 723099.14
1067.08 719699.04
1066.08 718027.51
1065.08 719358.45
1064.08 712994.51
1063.08 724711.25
1062.08 718454.01
1061.08 721531.98
1060.08 724527.73
1059.08 721419.91
1058.08 731736.91
1057.08 730628.97
1056.08 734904.98
1055.08 738882.32
1054.08 733474.91
1053.08 729320.9
1052.08 741773.18
1051.08 751913.24
1050.08 752294.07
1049.08 746214.65
1048.08 749618.12
1047.08 752214.84
1046.08 759491.5
1045.08 754296.83
1044.08 755592.68
1043.08 754490.51
1042.08 751885.48
1041.08 766506.51
1040.08 766302.4
1039.08 763667.75
1038.08 774188.48
1037.08 769696.64
1036.08 766841.85
1035.08 764666.43
1034.08 772646.07
1033.08 786809.33
1032.08 773907.49
1031.08 777682.15
1030.08 783110.25
1029.08 791202.36
1028.08 791494.01
1027.08 792793.23
1026.08 792477.66
1025.08 788725.05
1024.08 792251.36
1023.08 789537.52
1022.08 797362.22
1021.08 789448.04
1020.08 796921.41
1019.08 808011.47
1018.08 787951.46
1017.08 804934.59
1016.08 792903.81
1015.08 801880.42
1014.08 803833.11
1013.08 804956.16
1012.08 800862.85
1011.08 794776.05
1010.08 806830.13
1009.08 813186.7
1008.08 811860.64
1007.08 814890.01
1006.08 827157.56
1005.08 808010.93
1004.08 810983.59
1003.08 823719.51
1002.08 821435.28
1001.08 828111.61
1000.08 827072.5
999.08 821813.96
998.08 828678.98
997.08 837448.07
996.08 841799.27
995.08 844732.16
994.08 848455.89
993.08 847441.32
992.08 858002.97
991.08 847959.64
990.08 844465.05
989.08 843285.61
988.08 835016.59
987.08 834090.04
986.08 846297.51
985.08 856321
984.08 836643.9
983.08 825984.76
982.08 849405.86
981.08 839354.92
980.08 848032.99
979.08 847171.47
978.08 857182.74
977.08 861007.63
976.08 871438.75
975.08 889514.34
974.08 901200.03
973.08 916237.79
972.08 939955.26
971.08 906439.9
970.08 884630.22
969.08 863702.83
968.08 853009.46
967.08 844435.21
966.08 848142.41
965.08 839561.82
964.08 822349.43
963.08 836684.02
962.08 821189.83
961.08 819798.22
960.08 820331.37
959.08 802995.42
958.08 822392.27
957.08 810204.88
956.08 819756.44
955.08 820737.07
954.08 827794.62
953.08 813007.92
952.08 811493.33
951.08 831824.55
950.08 821058.92
949.08 813977.05
948.08 811923.64
947.08 807509.57
946.08 815321.21
945.08 811540.59
944.08 814788.16
943.08 812898.02
942.08 811816.32
941.08 810057.51
940.08 812142.34
939.08 821679.67
938.08 806935.35
937.08 814541.59
936.08 818299.36
935.08 821077.82
934.08 812370.32
933.08 819649.5
932.08 830637.29
931.08 825496.6
930.08 825962.27
929.08 820458.44
928.08 831542.2
927.08 851162.94
926.08 847676.58
925.08 831684.84
924.08 849142.85
923.08 841460.24
922.08 828289.76
921.08 829251.86
920.08 826651.06
919.08 822079.25
918.08 831268.52
917.08 825883.92
916.08 831801.88
915.08 839131.31
914.08 836057.06
913.08 840677.37
912.08 855765.57
911.08 847760.74
910.08 847571.77
909.08 847641.82
908.08 846014.82
907.08 855905.65
906.08 862439.63
905.08 863330.29
904.08 858456.33
903.08 873700.71
902.08 866277.17
901.08 873588.81
900.08 869811.83
899.08 889074.83
898.08 894773.85
897.08 883621.03
896.08 891849.02
895.08 899016.13
894.08 904585.28
893.08 894246.57
892.08 904088.28
891.08 909283.54
890.08 911118.82
889.08 914029.75
888.08 916740.74
887.08 910373.81
886.08 926749.79
885.08 937446.33
884.08 936587.21
883.08 940436.92
882.08 938870.15
881.08 944669.46
880.08 929338.34
879.08 953002.91
878.08 941229.08
877.08 933382.51
876.08 944813.84
875.08 946426.57
874.08 943158.83
873.08 959551.09
872.08 947957.4
871.08 939827.16
870.08 946445.19
869.08 972306.41
868.08 977628.56
867.08 989092.79
866.08 993713.17
865.08 1000127.08
864.08 1006042.07
863.08 1017143
862.08 1003205.55
861.08 985453.9
860.08 974789.37
859.08 955651.38
858.08 948030.36
857.08 949734.08
856.08 981986.1
855.08 1072639.19
854.08 1162796.54
853.08 1137714.86
852.08 1092007.4
851.08 1130403.34
850.08 1184803.86
849.08 1092618.78
848.08 900560.48
847.08 814865.31
846.08 774833.32
845.08 744501.45
844.08 715204.4
843.08 688841.74
842.08 684185.75
841.08 684890.95
840.08 714095.6
839.08 797731.41
838.08 986659.3
837.08 1111308.62
836.08 1061943.92
835.08 1012305.52
834.08 1067352.04
833.08 1112513.74
832.08 937988.14
831.08 665023.77
830.08 546902.84
829.08 506620.24
828.08 490215.39
827.08 461142.95
826.08 462670.93
825.08 455770.24
824.08 454398.41
823.08 448448.87
822.08 457376.02
821.08 454357.89
820.08 446635.69
819.08 435103.16
818.08 447279.61
817.08 434259.45
816.08 443452.38
815.08 440110.71
814.08 442090.22
813.08 436931.28
812.08 435311.52
811.08 434037.63
810.08 440526.82
809.08 428676.27
808.08 438478.2
807.08 440045.38
806.08 446265.77
805.08 448843.02
804.08 444229.96
803.08 453773.81
802.08 442600.83
801.08 445911.61
800.08 430414.11
799.08 437511.02
798.08 454237.74
797.08 483243.46
796.08 509532.99
795.08 528042.7
794.08 504599.85
793.08 462271.37
792.08 431249.39
791.08 418947.85
790.08 430648.29
789.08 422439.51
788.08 413973.16
787.08 416057.5
786.08 413970.92
785.08 427522.74
784.08 430003.82
783.08 456702.4
782.08 500232.99
781.08 565249.75
780.08 626711.4
779.08 608404.68
778.08 469932.89
777.08 374501.36
776.08 354225.65
775.08 343602.57
774.08 338873.76
773.08 327545.17
772.08 327660.68
771.08 321926.9
770.08 305380.73
769.08 292169.09
768.08 286649.21
767.08 265431.47
766.08 257190.67
765.08 249477.34
764.08 247529.85
763.08 254904.58
762.08 259764.01
761.08 252253.5
760.08 260410.02
759.08 267079.72
758.08 264628.68
757.08 258128.74
756.08 254192.13
755.08 240029.95
754.08 234691.49
753.08 225543.58
752.08 223528.91
751.08 222071.37
750.08 221919.79
749.08 217529.37
748.08 225504.42
747.08 213751.59
746.08 219736.81
745.08 221618.94
744.08 223809.14
743.08 222284.55
742.08 216887.44
741.08 217364.48
740.08 213762.14
739.08 212983.54
738.08 209626.04
737.08 208658.36
736.08 214232.99
735.08 204382.78
734.08 205506.04
733.08 207445.19
732.08 206715.64
731.08 204594.14
730.08 207731.83
729.08 204193.56
728.08 203111.51
727.08 199976.42
726.08 200856.28
725.08 202621.43
724.08 210741.04
723.08 210534.3
722.08 214781.11
721.08 217488.1
720.08 224394.38
719.08 224311.94
718.08 239730.69
717.08 240325.08
716.08 247888.32
715.08 250366.82
714.08 246663.71
713.08 251439.58
712.08 246395.42
711.08 240943.93
710.08 236855.01
709.08 222824.72
708.08 206689.81
707.08 200113.71
706.08 191830.95
705.08 188953.85
704.08 187397.17
703.08 185951.79
702.08 188152.02
701.08 190105.06
700.08 188159.5
699.08 189782.32
698.08 190522.98
697.08 186086.2
696.08 182178.65
695.08 178683.19
694.08 174571.33
693.08 170970.91
692.08 171396.53
691.08 165707.44
690.08 166380.5
689.08 164233.58
688.08 162157.21
687.08 170439.04
686.08 173738.89
685.08 166773.86
684.08 175322.88
683.08 164856.57
682.08 169604.83
681.08 165514.28
680.08 170184.82
679.08 168295.18
678.08 173512.2
677.08 166547.8
676.08 170836.71
675.08 172236.69
674.08 168221.8
673.08 172504.11
672.08 170598.98
671.08 171943.42
670.08 163215.18
669.08 168354.66
668.08 172148.58
667.08 171641.33
666.08 174276.02
665.08 170039.55
664.08 174466.84
663.08 171434.06
662.08 169399.54
661.08 174690.1
660.08 173007.45
659.08 169614.07
658.08 166558
657.08 168721.2
656.08 173318.63
655.08 172376.61
654.08 172774.98
653.08 171926.66
652.08 168064.9
651.08 172105.4
650.08 170404.27
649.08 175353.72
648.08 174865.72
647.08 173610.71
646.08 174903.3
645.08 176953.83
644.08 177378.07
643.08 173284.67
642.08 174396.76
641.08 174070.19
640.08 176042.21
639.08 179018.28
638.08 179052.78
637.08 171191.62
636.08 176275.58
635.08 176929.66
634.08 175220.8
633.08 172015.63
632.08 181526.44
631.08 178769.53
630.08 176829.12
629.08 174058.18
628.08 179863.56
627.08 186543.7
626.08 182091.1
625.08 186146.51
624.08 177522.25
623.08 178043.63
622.08 177128.7
621.08 181282.52
620.08 182103.42
619.08 182350.15
618.08 178928.28
617.08 183188.67
616.08 182437.43
615.08 177153.02
614.08 184934.42
613.08 181077.28
612.08 181654.92
611.08 188061.71
610.08 185217.94
609.08 181267.5
608.08 185705.37
607.08 186970.73
606.08 184167.25
605.08 188587.89
604.08 187874.82
603.08 186444.55
602.08 191937.58
601.08 189896.76
600.08 190221.83
599.08 197886.82
598.08 189324.78
597.08 189243.4
596.08 183019.25
595.08 193946.27
594.08 197778.65
593.08 188929.14
592.08 192085.45
591.08 195408.56
590.08 188146.78
589.08 194105.26
588.08 193386.6
587.08 193540.22
586.08 193941.16
585.08 191083.75
584.08 197483.72
583.08 195021.76
582.08 194442.99
581.08 197430.66
580.08 196782.3
579.08 195926.41
578.08 193552.87
577.08 199042.44
576.08 199084.16
575.08 202660.84
574.08 202441.48
573.08 197829.51
572.08 201395.83
571.08 195433.24
570.08 197987.47
569.08 195792.22
568.08 202842.65
567.08 204616.44
566.08 202657.93
565.08 205866.89
564.08 207606.52
563.08 208538
562.08 212120.51
561.08 210020.65
560.08 216983.32
559.08 218828.12
558.08 215130.07
557.08 216000.65
556.08 223948.49
555.08 212932.47
554.08 208628.83
553.08 200971.13
552.08 201157.32
551.08 197734.01
550.08 201316.37
549.08 202872.42
548.08 204859.99
547.08 202550.8
546.08 193723.23
545.08 195627.83
544.08 189719.39
543.08 197897.31
542.08 199623.88
541.08 186053.61
540.08 184263.93
539.08 170766.66
538.08 169643.81
537.08 162480.03
536.08 156624.57
535.08 159528.08
534.08 174619.47
533.08 206544.71
532.08 280360.08
531.08 384777.33
530.08 470024.24
529.08 641751.15
528.08 635003.75
527.08 291707.78
526.08 155806.87
525.08 128854.37
524.08 126516.68
523.08 122268.2
522.08 122744.94
521.08 114678.8
520.08 116545.69
519.08 113262.96
518.08 116614.19
517.08 118470.46
516.08 116318.07
515.08 116486.84
514.08 116619.96
513.08 114074.26
512.08 119916.58
511.08 111615.59
510.08 114125.35
509.08 116731.25
508.08 120535.7
507.08 117547.78
506.08 118502.6
505.08 120276.19
504.08 116064.16
503.08 113761.75
502.08 117831.11
501.08 116358.02
500.08 115451.88
499.08 122222.91
498.08 116739.54
497.08 120530.92
496.08 123594.55
495.08 121345.32
494.08 118363.42
493.08 121076.31
492.08 117770.99
491.08 120804.49
490.08 118085.77
489.08 117640.1
488.08 120624.58
487.08 120569.03
486.08 121720.98
485.08 116999.73
484.08 116140.86
483.08 120608.64
482.08 119914.03
481.08 122716
480.08 120851.52
479.08 119365.25
478.08 119669.47
477.08 120382.08
476.08 118472.17
475.08 122667.77
474.08 114993.88
473.08 117814.67
472.08 121901.39
471.08 121413.09
470.08 119321.49
469.08 119573.79
468.08 122653.57
467.08 115489.82
466.08 118777.61
465.08 124643.7
464.08 118733.07
463.08 123620.23
462.08 121139.22
461.08 122598.36
460.08 123159.79
459.08 121255.68
458.08 122769.28
457.08 127802.42
456.08 121155.71
455.08 124817.85
454.08 119723.2
453.08 125700.64
452.08 121248.74
451.08 124566.63
450.08 121964.46
449.08 127795.71
448.08 122247.51
447.08 129095.7
446.08 125403.01
445.08 123698.54
444.08 128247.27
443.08 130598.19
442.08 124954.56
441.08 126992.95
440.08 128105.15
439.08 126785.79
438.08 128644.91
437.08 126511.14
436.08 129477.87
435.08 125264.31
434.08 128378.25
433.08 128066.96
432.08 134440.81
431.08 127943.64
430.08 135710.76
429.08 134256.9
428.08 131296.83
427.08 131141.78
426.08 132989.06
425.08 130041.18
424.08 126974.95
423.08 129963.64
422.08 131905.48
421.08 132815.47
420.08 138305.41
419.08 135927.02
418.08 136225.12
417.08 140682.79
416.08 138154.99
415.08 140144.02
414.08 144279.85
413.08 140007.52
412.08 137072.53
411.08 136931.91
410.08 130318.81
409.08 132826.23
408.08 138153.44
407.08 129733.68
406.08 136228.61
405.08 138495
404.08 133078.89
403.08 136236.62
402.08 138697.09
401.08 140611.83
400.08 150639.88
399.08 155878.51
398.08 161310.05
397.08 157876.93
396.08 147776.1
395.08 134142.33
394.08 134913.32
393.08 136684.28
392.08 132879.19
391.08 136123.54
390.08 135159.26
389.08 137003.53
388.08 129622.93
387.08 126588.15
386.08 132680.96
385.08 130826.94
384.08 139367
383.08 130685.03
382.08 134120.84
381.08 133902.75
380.08 130382.54
379.08 133091.13
378.08 131539.24
377.08 136095.45
376.08 137148.88
375.08 143240.89
374.08 140082.24
373.08 138585.68
372.08 140955.82
371.08 139823.61
370.08 138511.64
369.08 142238.67
368.08 140878.6
367.08 136492.33
366.08 143793.31
365.08 138634.77
364.08 141877.26
363.08 139239.16
362.08 143213.32
361.08 144856.83
360.08 141334.73
359.08 146181.53
358.08 139619.82
357.08 143816.7
356.08 147321.82
355.08 141094.01
354.08 142315.67
353.08 147182.01
352.08 140886.62
351.08 143398.76
350.08 148959.6
349.08 149339.5
348.08 148518.18
347.08 143336.8
346.08 148131.59
345.08 146473.46
344.08 145588.68
343.08 150726.06
342.08 149112.45
341.08 148630.96
340.08 148081.27
339.08 154128.13
338.08 150542.45
337.08 152320.05
336.08 148582.68
335.08 152439.69
334.08 150882.72
333.08 148926.92
332.08 152296.19
331.08 156064.53
330.08 150258.83
329.08 152652.47
328.08 148646.21
327.08 153734.82
326.08 153537
325.08 152904.11
324.08 156559.36
323.08 146960.95
322.08 155973.93
321.08 151609.89
320.08 152662.27
319.08 156442.61
318.08 155915.88
317.08 154684.01
316.08 160767.49
315.08 160883.81
314.08 160893.88
313.08 157391.39
312.08 156806.25
311.08 162368.81
310.08 163043.76
309.08 162029.62
308.08 157782.67
307.08 161422.51
306.08 162826.03
305.08 165799.33
304.08 165325.22
303.08 162213.74
302.08 165345.68
301.08 166137.7
300.08 162625.86
299.08 160388.37
298.08 162656.36
297.08 167497.67
296.08 163292.98
295.08 165882.05
294.08 167495.91
293.08 158394.53
292.08 158428.35
291.08 162709.03
290.08 160900.28
289.08 175679.05
288.08 180007.93
287.08 190567.36
286.08 209359.67
285.08 257811.43
284.08 245335.44
283.08 194597.44
282.08 173557.69
281.08 167959.23
280.08 170881.6
279.08 174423.41
278.08 176460.82
277.08 183733.47
276.08 186509.7
275.08 189774.38
274.08 196874.19
273.08 193044.08
272.08 188311.44
271.08 182351.75
270.08 177482.14
269.08 168638.01
268.08 168228.61
267.08 167389.3
266.08 163177.13
265.08 166820.18
264.08 160771.08
263.08 165000.23
262.08 163063.27
261.08 160827.14
260.08 162312.83
259.08 162787.71
258.08 166480.52
257.08 167811.55
256.08 164470.03
255.08 162081.27
254.08 163482.64
253.08 163140.36
252.08 162897.76
251.08 172879.03
250.08 168433.21
249.08 169822.9
248.08 170058.74
247.08 169660.1
246.08 167388.19
245.08 165086.18
244.08 172397.16
243.08 173391.54
242.08 174917.07
241.08 173606.08
240.08 175548.97
239.08 173838.42
238.08 178234.49
237.08 178662.46
236.08 196143.51
235.08 203718.85
234.08 200364.86
233.08 197379.26
232.08 211894.55
231.08 196959.07
230.08 186055.46
229.08 180876.82
228.08 179429.23
227.08 178853.87
226.08 168618.07
225.08 170033.24
224.08 167550.62
223.08 165138.88
222.08 165205.33
221.08 159409.69
220.08 159756.43
219.08 159074.99
218.08 152303.58
217.08 157862.89
216.08 160199.89
215.08 160831.12
214.08 162702.5
213.08 172091.6
212.08 170500.69
211.08 171528.23
210.08 171042.53
209.08 173925.48
208.08 175321.8
207.08 164656.59
206.08 166016.33
205.08 160703.7
204.08 155432.4
203.08 162728.13
202.08 154699.9
201.08 155184.07
200.08 174210.5
199.08 183171.43
198.08 198720.91
197.08 205398.64
196.08 220536.58
195.08 246500.18
194.08 243038.7
193.08 205183.84
192.08 158145.69
191.08 136557.96
190.08 136635.85
189.08 132417.93
188.08 127813.61
187.08 122277.53
186.08 127699.36
185.08 127155.23
184.08 127791.8
183.08 130275.73
182.08 123827.02
181.08 122050.67
180.08 124845.16
179.08 126783.28
178.08 125025.26
177.08 131098.92
176.08 133411.83
175.08 134988.45
174.08 129886.51
173.08 130902.56
172.08 129734.03
171.08 132716.83
170.08 132239.22
169.08 132888.32
168.08 135254.71
167.08 138276.86
166.08 135039.88
165.08 134160.08
164.08 136791.41
163.08 132840.18
162.08 137211.6
161.08 137358.85
160.08 129950.28
159.08 139213.49
158.08 138695.83
157.08 132553.59
156.08 145570.63
155.08 140391.54
154.08 139281.33
153.08 141134.66
152.08 139790.15
151.08 141503.18
150.08 141057.71
149.08 140111.26
148.08 143771.29
147.08 148636.82
146.08 149398.2
145.08 144820.81
144.08 148240.28
143.08 151004.65
142.08 152353.11
141.08 154840.21
140.08 156585.82
139.08 157850.42
138.08 156855.58
137.08 166555.74
136.08 170907.34
135.08 168233.87
134.08 170759.32
133.08 175108.48
132.08 163448.3
131.08 159820.24
130.08 158084.02
129.08 156681.57
128.08 147562.77
127.08 144008.36
126.08 138646.93
125.08 138566.11
124.08 133991.34
123.08 134225.25
122.08 129474.8
121.08 132280.39
120.08 139401.14
119.08 135755.28
118.08 137413.35
117.08 145852.37
116.08 141043.03
115.08 148780.73
114.08 147747.29
113.08 143950.78
112.08 139233.5
111.08 142735.9
110.08 145306.29
109.08 170793.49
108.08 204380.09
107.08 249165.88
106.08 295954.74
105.08 397848.15
104.08 480317.47
103.08 428390.52
102.08 412273.83
101.08 436673.65
100.08 300481.07
99.08 150646.14
98.08 90262.39
97.08 70168.84
96.08 64968.02
95.08 61687.6
94.08 61986.18
93.08 60971.42
92.08 59833.65
91.08 56717.83
90.08 56625.28
89.08 55080.41
88.08 56004.17
87.08 54948.45
86.08 54674.97
85.08 55673.91
84.08 55907.54
83.08 55171.02
82.08 52200.98
81.08 54790.82
80.08 52131.03
79.08 57678.45
78.08 55469.83
77.08 54412.59
76.08 55893.02
75.08 59301.17
74.08 60917.8
73.08 58910.09
72.08 59766.32
71.08 64536.73
70.08 63093.91
69.08 64782.44
68.08 57829.54
67.08 60107.3
66.08 60506.87
65.08 65784.12
64.08 75738.64
63.08 82126.08
62.08 96401.39
61.08 114216.18
60.08 107364.65
59.08 77764.45
58.08 54244.98
57.08 38806.75
56.08 34851.2
55.08 34208.4
54.08 30989.07
53.08 33177.6
52.08 30894.63
51.08 33227.08
50.08 33186.92
49.08 29610.96
48.08 31903.51
47.08 30733.69
46.08 29946.61
45.08 30101.47
44.08 33678.34
43.08 29082.9
42.08 29171.1
41.08 32291.8
40.08 32170.18
39.08 29928.06
38.08 31156.24
37.08 35252.02
36.08 31550.42
35.08 37721.03
34.08 44311.04
33.08 37718.92
32.08 29244.35
31.08 25444.04
30.08 25977.49
29.08 22739.26
28.08 22872.67
27.08 23209.17
26.08 23667.58
25.08 26614.44
24.08 24704.95
23.08 32915.9
22.08 41019.86
21.08 47414.29
20.08 46684.72
19.08 50142.74
18.08 56605.12
17.08 60081.11
16.08 71790.88
15.08 51239.45
14.08 26135.31
13.08 16360.77
12.08 13736.3
11.08 10991.67
10.08 12995.83
9.08 12967.64
8.08 14614.06
7.08 19226.1
6.08 26600.03
5.08 29302.58
4.08 26049.09
3.08 26550.82
2.08 23749.91
1.08 22731.37
0.08 14172.04
-0.92 3545.09
-1.92 1532.08
-2.92 1246.73
-3.92 839.87
-4.92 373.22
