Samples4Survey SrIr_0225
1159.08 176792.00
1158.08 179353.50
1157.08 173705.50
1156.08 179199.00
1155.08 178202.50
1154.08 182250.00
1153.08 180266.00
1152.08 182187.50
1151.08 178969.00
1150.08 177848.50
1149.08 181352.00
1148.08 176737.50
1147.08 177745.50
1146.08 180125.00
1145.08 181721.50
1144.08 180307.50
1143.08 182943.50
1142.08 185943.00
1141.08 179482.50
1140.08 185089.50
1139.08 179970.50
1138.08 183310.50
1137.08 181205.50
1136.08 181286.00
1135.08 186297.50
1134.08 187317.00
1133.08 190208.50
1132.08 183620.00
1131.08 190088.00
1130.08 189649.00
1129.08 184758.00
1128.08 185759.50
1127.08 183195.50
1126.08 190749.50
1125.08 185302.50
1124.08 185503.00
1123.08 188707.50
1122.08 187065.50
1121.08 190591.50
1120.08 184865.50
1119.08 185449.50
1118.08 187556.00
1117.08 181173.00
1116.08 185362.00
1115.08 187827.50
1114.08 193685.00
1113.08 192911.00
1112.08 191235.00
1111.08 191429.50
1110.08 194343.00
1109.08 193203.00
1108.08 191409.50
1107.08 194812.00
1106.08 194873.00
1105.08 192096.50
1104.08 195439.50
1103.08 196733.00
1102.08 192883.50
1101.08 194736.00
1100.08 194023.00
1099.08 189856.50
1098.08 192039.50
1097.08 192835.00
1096.08 192436.50
1095.08 194155.50
1094.08 193298.50
1093.08 192816.50
1092.08 186039.00
1091.08 192142.50
1090.08 196258.00
1089.08 194031.50
1088.08 193285.50
1087.08 199839.00
1086.08 193978.00
1085.08 197379.00
1084.08 194225.50
1083.08 197704.00
1082.08 197822.50
1081.08 201920.50
1080.08 199120.00
1079.08 204077.00
1078.08 196100.00
1077.08 199310.50
1076.08 201634.00
1075.08 199678.00
1074.08 196866.50
1073.08 198866.00
1072.08 203077.00
1071.08 201791.00
1070.08 203911.50
1069.08 199509.50
1068.08 195813.50
1067.08 206050.50
1066.08 201531.00
1065.08 203166.50
1064.08 202512.50
1063.08 201837.00
1062.08 201244.50
1061.08 205116.00
1060.08 205883.50
1059.08 204895.00
1058.08 203540.00
1057.08 204196.50
1056.08 214515.50
1055.08 208863.50
1054.08 204757.00
1053.08 207858.00
1052.08 206256.00
1051.08 209914.00
1050.08 211863.00
1049.08 211303.50
1048.08 206986.50
1047.08 210368.50
1046.08 212180.00
1045.08 207381.50
1044.08 207440.00
1043.08 213845.50
1042.08 214062.00
1041.08 214721.50
1040.08 217211.50
1039.08 213660.50
1038.08 210399.50
1037.08 215700.00
1036.08 214984.00
1035.08 220662.50
1034.08 211376.00
1033.08 216769.50
1032.08 213904.00
1031.08 219935.00
1030.08 214038.00
1029.08 213866.50
1028.08 217118.00
1027.08 215060.00
1026.08 220810.00
1025.08 214973.00
1024.08 224566.50
1023.08 219945.50
1022.08 223988.00
1021.08 214039.00
1020.08 218253.00
1019.08 221678.50
1018.08 223881.50
1017.08 218645.50
1016.08 224625.50
1015.08 228536.50
1014.08 226223.00
1013.08 227379.00
1012.08 227601.50
1011.08 225279.50
1010.08 236160.50
1009.08 237738.00
1008.08 241267.50
1007.08 231539.50
1006.08 228380.00
1005.08 236466.50
1004.08 232343.50
1003.08 233629.00
1002.08 232592.50
1001.08 227649.00
1000.08 233638.50
999.08 237883.50
998.08 240923.50
997.08 233866.50
996.08 245599.50
995.08 247839.50
994.08 248039.00
993.08 258580.50
992.08 248108.50
991.08 241690.50
990.08 239867.00
989.08 237383.50
988.08 232282.00
987.08 226294.50
986.08 223091.50
985.08 223198.00
984.08 230381.00
983.08 227541.00
982.08 229049.50
981.08 235016.00
980.08 229688.50
979.08 244236.50
978.08 254407.50
977.08 263400.50
976.08 278425.50
975.08 284846.50
974.08 290320.50
973.08 309327.50
972.08 303820.00
971.08 282546.50
970.08 257906.50
969.08 246175.00
968.08 228407.00
967.08 213927.50
966.08 210384.50
965.08 207933.50
964.08 205035.50
963.08 194197.50
962.08 188066.00
961.08 183560.50
960.08 180371.50
959.08 185179.00
958.08 183135.50
957.08 179274.50
956.08 180292.00
955.08 181153.50
954.08 180472.50
953.08 181516.00
952.08 178765.00
951.08 182167.50
950.08 182269.50
949.08 185669.50
948.08 182055.50
947.08 184568.50
946.08 185389.50
945.08 179193.00
944.08 182507.50
943.08 189114.00
942.08 189456.50
941.08 180293.00
940.08 181248.00
939.08 182112.50
938.08 185180.50
937.08 183567.50
936.08 184675.00
935.08 185031.00
934.08 188077.50
933.08 184134.50
932.08 182672.50
931.08 187179.50
930.08 186882.00
929.08 182314.50
928.08 192053.50
927.08 184906.50
926.08 184942.50
925.08 189023.50
924.08 183086.50
923.08 183609.50
922.08 187914.00
921.08 188463.00
920.08 190091.50
919.08 188609.50
918.08 187067.00
917.08 191272.00
916.08 189716.50
915.08 192233.50
914.08 189356.50
913.08 191945.00
912.08 187062.00
911.08 189995.00
910.08 188123.00
909.08 186361.00
908.08 196860.50
907.08 191221.50
906.08 193501.00
905.08 196582.50
904.08 192216.50
903.08 193174.50
902.08 192714.50
901.08 188319.50
900.08 197226.00
899.08 189376.00
898.08 194239.00
897.08 195970.00
896.08 188501.00
895.08 197180.00
894.08 194172.50
893.08 194642.00
892.08 195103.50
891.08 197604.00
890.08 190602.50
889.08 192748.00
888.08 204516.00
887.08 190335.50
886.08 203216.50
885.08 196976.50
884.08 195950.50
883.08 197448.00
882.08 195558.50
881.08 201780.50
880.08 197645.50
879.08 200844.00
878.08 195864.00
877.08 198373.00
876.08 202160.50
875.08 198753.00
874.08 200530.50
873.08 197523.00
872.08 204177.50
871.08 196890.50
870.08 193728.00
869.08 196819.00
868.08 203617.00
867.08 201435.00
866.08 197665.50
865.08 201290.00
864.08 202963.00
863.08 200334.00
862.08 200624.00
861.08 200038.50
860.08 199490.00
859.08 200196.50
858.08 202306.50
857.08 203233.00
856.08 204268.50
855.08 205262.50
854.08 203954.00
853.08 203661.50
852.08 209193.00
851.08 195423.00
850.08 202853.50
849.08 210336.50
848.08 205453.50
847.08 207835.50
846.08 208944.50
845.08 207168.50
844.08 206331.50
843.08 204224.50
842.08 202843.50
841.08 203841.50
840.08 207868.50
839.08 209044.00
838.08 208138.00
837.08 208941.50
836.08 205431.00
835.08 208675.50
834.08 208074.50
833.08 208110.50
832.08 214265.00
831.08 206450.00
830.08 216199.00
829.08 213513.50
828.08 210777.50
827.08 213878.00
826.08 206561.00
825.08 212142.00
824.08 211191.50
823.08 213520.50
822.08 213639.00
821.08 213069.00
820.08 216151.00
819.08 219103.50
818.08 219202.50
817.08 215612.00
816.08 210377.00
815.08 218691.50
814.08 215010.00
813.08 212357.00
812.08 217455.50
811.08 223545.50
810.08 218062.50
809.08 217637.00
808.08 223707.00
807.08 220382.00
806.08 223064.50
805.08 221293.50
804.08 218115.00
803.08 215616.00
802.08 227038.50
801.08 223759.00
800.08 216767.50
799.08 222609.50
798.08 220274.50
797.08 218641.00
796.08 219628.00
795.08 218723.00
794.08 216204.00
793.08 225790.50
792.08 226542.50
791.08 221826.50
790.08 221345.00
789.08 219604.00
788.08 221321.00
787.08 223652.50
786.08 226354.00
785.08 223084.00
784.08 227947.50
783.08 224329.00
782.08 224969.00
781.08 227755.50
780.08 224483.00
779.08 229810.50
778.08 225343.00
777.08 226847.00
776.08 227717.50
775.08 231757.50
774.08 229927.50
773.08 234511.50
772.08 231034.50
771.08 229297.50
770.08 230917.00
769.08 228435.50
768.08 231960.50
767.08 223032.50
766.08 218979.50
765.08 232580.50
764.08 232781.00
763.08 229127.00
762.08 229186.00
761.08 228436.00
760.08 235339.00
759.08 230230.50
758.08 225145.50
757.08 233666.00
756.08 230793.00
755.08 240024.50
754.08 236151.00
753.08 237439.50
752.08 237314.50
751.08 234721.00
750.08 234310.00
749.08 238291.50
748.08 239487.00
747.08 231720.50
746.08 240456.50
745.08 240105.50
744.08 237466.50
743.08 239613.00
742.08 238428.50
741.08 244472.50
740.08 240584.00
739.08 239675.00
738.08 242076.00
737.08 241104.50
736.08 242177.00
735.08 244252.50
734.08 241080.00
733.08 242018.00
732.08 247294.00
731.08 241864.50
730.08 245658.50
729.08 247023.50
728.08 243251.50
727.08 241867.00
726.08 247931.50
725.08 244357.00
724.08 245350.50
723.08 250423.00
722.08 246682.50
721.08 245343.00
720.08 240467.50
719.08 248161.00
718.08 246006.50
717.08 247533.00
716.08 253250.50
715.08 248135.50
714.08 251535.00
713.08 248102.50
712.08 250092.50
711.08 250633.50
710.08 250070.00
709.08 250348.00
708.08 250754.50
707.08 250541.50
706.08 251325.00
705.08 257717.00
704.08 254763.50
703.08 256785.50
702.08 253886.50
701.08 254671.00
700.08 256918.00
699.08 253717.00
698.08 258149.50
697.08 257703.50
696.08 259458.00
695.08 265606.50
694.08 269613.50
693.08 264872.50
692.08 270818.50
691.08 264158.50
690.08 258780.00
689.08 265815.50
688.08 260025.50
687.08 254153.00
686.08 258028.00
685.08 257353.50
684.08 253460.00
683.08 256846.00
682.08 256312.50
681.08 248236.50
680.08 251782.00
679.08 250520.50
678.08 254502.00
677.08 255122.50
676.08 257249.00
675.08 258782.00
674.08 262335.50
673.08 262437.50
672.08 253643.50
671.08 252816.50
670.08 254964.00
669.08 256579.50
668.08 258904.00
667.08 255444.00
666.08 258207.50
665.08 253192.50
664.08 262198.50
663.08 261212.50
662.08 257833.50
661.08 257920.50
660.08 259148.00
659.08 254897.00
658.08 262123.00
657.08 261537.00
656.08 260433.50
655.08 258000.00
654.08 263631.50
653.08 257482.50
652.08 257730.50
651.08 259951.50
650.08 264907.00
649.08 265712.00
648.08 270693.50
647.08 263429.50
646.08 265027.00
645.08 271434.00
644.08 264959.00
643.08 264957.00
642.08 271090.00
641.08 263883.00
640.08 267811.00
639.08 272174.50
638.08 261623.00
637.08 270109.00
636.08 267373.50
635.08 276006.00
634.08 268535.50
633.08 269057.50
632.08 271525.00
631.08 266197.50
630.08 271518.50
629.08 270308.00
628.08 270635.50
627.08 278013.50
626.08 279298.00
625.08 277413.00
624.08 269499.50
623.08 266660.50
622.08 274244.00
621.08 280495.00
620.08 275139.50
619.08 273870.00
618.08 275662.00
617.08 275661.50
616.08 281731.00
615.08 282529.50
614.08 277190.50
613.08 279886.00
612.08 285771.50
611.08 276373.50
610.08 285130.00
609.08 277628.00
608.08 282490.00
607.08 283318.50
606.08 282792.50
605.08 278550.00
604.08 287377.50
603.08 287010.00
602.08 283056.00
601.08 284908.00
600.08 282557.00
599.08 287432.00
598.08 287446.50
597.08 293507.50
596.08 288542.50
595.08 296395.00
594.08 288311.00
593.08 291388.50
592.08 286674.50
591.08 285019.50
590.08 292405.50
589.08 299078.00
588.08 291760.00
587.08 284406.50
586.08 297855.50
585.08 298954.50
584.08 300166.00
583.08 304247.00
582.08 304842.50
581.08 305942.50
580.08 313942.00
579.08 305654.50
578.08 302966.50
577.08 303410.00
576.08 305968.50
575.08 300716.50
574.08 298385.50
573.08 297608.00
572.08 300649.50
571.08 297433.00
570.08 292473.00
569.08 295797.00
568.08 291330.50
567.08 296242.00
566.08 298329.50
565.08 307059.50
564.08 295070.00
563.08 297361.50
562.08 302890.00
561.08 306320.00
560.08 291846.00
559.08 298988.00
558.08 298090.00
557.08 299517.00
556.08 293084.00
555.08 290928.50
554.08 296477.50
553.08 292284.50
552.08 296791.50
551.08 287176.50
550.08 290996.50
549.08 298403.50
548.08 297026.00
547.08 290118.00
546.08 286818.50
545.08 289674.00
544.08 284089.00
543.08 284729.50
542.08 280244.00
541.08 285740.50
540.08 283481.50
539.08 273935.00
538.08 275040.00
537.08 272468.50
536.08 280831.00
535.08 286448.50
534.08 322004.50
533.08 385218.50
532.08 480431.00
531.08 565460.00
530.08 616590.00
529.08 569435.00
528.08 367678.00
527.08 260194.50
526.08 246999.00
525.08 246836.50
524.08 244344.50
523.08 242758.00
522.08 234524.50
521.08 232172.50
520.08 239175.00
519.08 237019.50
518.08 243834.50
517.08 232183.00
516.08 236932.00
515.08 235697.50
514.08 238534.50
513.08 242704.00
512.08 235913.50
511.08 239979.50
510.08 233417.00
509.08 243794.50
508.08 241831.50
507.08 248009.50
506.08 245563.00
505.08 252788.00
504.08 249654.50
503.08 249678.00
502.08 266126.00
501.08 267279.50
500.08 281273.50
499.08 292572.00
498.08 304743.00
497.08 316415.50
496.08 310719.00
495.08 291547.50
494.08 277161.00
493.08 256556.00
492.08 246755.50
491.08 237160.50
490.08 234810.00
489.08 225374.50
488.08 221313.50
487.08 222584.50
486.08 215627.50
485.08 220438.50
484.08 214096.50
483.08 210624.00
482.08 214018.50
481.08 217201.50
480.08 219804.50
479.08 216502.50
478.08 221868.50
477.08 211913.00
476.08 215390.00
475.08 215118.00
474.08 219853.00
473.08 218165.00
472.08 215622.00
471.08 220721.50
470.08 221545.00
469.08 216314.00
468.08 213968.00
467.08 221269.00
466.08 217317.00
465.08 222605.00
464.08 219295.50
463.08 219704.50
462.08 219520.50
461.08 213864.00
460.08 219433.00
459.08 218267.00
458.08 220673.00
457.08 223711.50
456.08 220214.50
455.08 219479.00
454.08 224785.00
453.08 226453.00
452.08 225755.00
451.08 230056.50
450.08 233425.00
449.08 221891.00
448.08 230592.50
447.08 225099.50
446.08 227728.50
445.08 235757.00
444.08 227600.00
443.08 225163.50
442.08 223815.00
441.08 223669.50
440.08 232967.50
439.08 237619.00
438.08 232757.00
437.08 233943.00
436.08 231308.00
435.08 236167.00
434.08 234274.50
433.08 234111.50
432.08 230201.50
431.08 233824.50
430.08 240461.00
429.08 237621.00
428.08 237300.00
427.08 240022.00
426.08 241297.00
425.08 240044.50
424.08 238464.50
423.08 240911.50
422.08 239331.50
421.08 245532.00
420.08 241379.00
419.08 243098.00
418.08 250185.50
417.08 248831.00
416.08 245477.50
415.08 253116.50
414.08 246733.50
413.08 256118.00
412.08 242423.50
411.08 252573.00
410.08 251997.50
409.08 250079.00
408.08 254959.50
407.08 255531.50
406.08 247736.00
405.08 259948.00
404.08 253419.50
403.08 257026.00
402.08 255757.50
401.08 263881.50
400.08 265958.00
399.08 265659.00
398.08 262797.50
397.08 263829.00
396.08 263496.00
395.08 259049.50
394.08 262000.00
393.08 256490.00
392.08 263322.50
391.08 266346.50
390.08 269056.50
389.08 264448.00
388.08 267112.50
387.08 273877.50
386.08 271030.50
385.08 271768.00
384.08 269559.00
383.08 267989.50
382.08 270210.00
381.08 268599.50
380.08 272204.00
379.08 266789.00
378.08 270547.00
377.08 270712.50
376.08 274863.50
375.08 270567.00
374.08 274146.00
373.08 279594.50
372.08 273200.00
371.08 282609.00
370.08 281155.00
369.08 281158.00
368.08 289825.50
367.08 281440.50
366.08 284432.50
365.08 282421.00
364.08 286698.00
363.08 287116.50
362.08 290053.00
361.08 293288.50
360.08 303592.00
359.08 309952.50
358.08 318683.50
357.08 335550.00
356.08 331456.50
355.08 322864.50
354.08 309895.50
353.08 303879.00
352.08 306271.00
351.08 298849.00
350.08 298681.00
349.08 293763.00
348.08 295664.00
347.08 295858.50
346.08 296555.50
345.08 296544.00
344.08 306258.00
343.08 297858.50
342.08 297734.00
341.08 299593.50
340.08 293841.00
339.08 299351.00
338.08 298486.00
337.08 299814.00
336.08 299598.50
335.08 301291.50
334.08 299294.50
333.08 311685.50
332.08 309199.00
331.08 308377.50
330.08 304130.00
329.08 313270.00
328.08 305566.50
327.08 306773.50
326.08 308439.50
325.08 302821.50
324.08 301936.00
323.08 310246.50
322.08 296218.50
321.08 310620.50
320.08 311197.50
319.08 322639.50
318.08 338949.50
317.08 363893.50
316.08 391030.00
315.08 409561.50
314.08 434381.50
313.08 417126.50
312.08 387761.50
311.08 351330.00
310.08 315308.50
309.08 297519.50
308.08 282785.50
307.08 277082.50
306.08 274938.50
305.08 280348.00
304.08 290186.50
303.08 296807.50
302.08 325765.50
301.08 367172.50
300.08 403403.50
299.08 435367.50
298.08 452403.50
297.08 418553.00
296.08 361781.50
295.08 284250.50
294.08 245936.50
293.08 219110.50
292.08 200753.50
291.08 188537.50
290.08 196791.00
289.08 194947.50
288.08 194185.50
287.08 191938.50
286.08 203334.50
285.08 207942.00
284.08 192482.00
283.08 170399.00
282.08 166328.50
281.08 186432.00
280.08 213653.50
279.08 243500.00
278.08 261655.50
277.08 232261.00
276.08 185847.50
275.08 163579.50
274.08 156161.00
273.08 155503.50
272.08 157230.50
271.08 182234.00
270.08 223821.50
269.08 295006.00
268.08 335583.00
267.08 309831.00
266.08 223619.50
265.08 159479.00
264.08 144473.50
263.08 127920.50
262.08 130736.50
261.08 125673.50
260.08 119535.00
259.08 120721.00
258.08 118647.50
257.08 120598.50
256.08 116774.50
255.08 114777.50
254.08 115224.50
253.08 117054.50
252.08 117991.50
251.08 115216.00
250.08 116498.00
249.08 116861.00
248.08 121284.00
247.08 119272.00
246.08 120022.50
245.08 121728.50
244.08 125537.50
243.08 123137.50
242.08 119717.50
241.08 123514.00
240.08 121718.00
239.08 117213.00
238.08 116967.50
237.08 122283.50
236.08 120406.00
235.08 123709.50
234.08 120413.00
233.08 127480.50
232.08 130312.00
231.08 124991.50
230.08 118377.50
229.08 119845.00
228.08 119906.50
227.08 118905.50
226.08 119533.00
225.08 127657.50
224.08 121522.00
223.08 123386.00
222.08 120922.00
221.08 120414.00
220.08 126683.00
219.08 119564.50
218.08 124011.00
217.08 120984.00
216.08 129137.00
215.08 129645.00
214.08 124389.00
213.08 126080.00
212.08 128446.50
211.08 125431.00
210.08 127115.00
209.08 128593.50
208.08 126237.00
207.08 131826.00
206.08 127345.50
205.08 129096.50
204.08 129588.00
203.08 128911.50
202.08 128187.00
201.08 129526.00
200.08 133535.00
199.08 133343.50
198.08 133241.00
197.08 133395.00
196.08 133434.00
195.08 130847.00
194.08 132354.50
193.08 133984.50
192.08 132859.50
191.08 135837.50
190.08 135974.00
189.08 136256.00
188.08 134285.50
187.08 135983.50
186.08 137223.00
185.08 134257.50
184.08 139123.00
183.08 138101.50
182.08 139743.00
181.08 137690.00
180.08 141200.50
179.08 140111.50
178.08 143490.50
177.08 145360.50
176.08 142255.00
175.08 142761.00
174.08 141290.50
173.08 144044.50
172.08 143333.50
171.08 149392.00
170.08 146888.00
169.08 154743.00
168.08 156142.00
167.08 152223.50
166.08 150838.50
165.08 156979.00
164.08 153864.50
163.08 151185.50
162.08 153475.00
161.08 152395.00
160.08 146886.50
159.08 142501.50
158.08 140294.00
157.08 142421.50
156.08 139421.50
155.08 143583.50
154.08 143846.00
153.08 137616.00
152.08 147034.50
151.08 141266.50
150.08 141439.50
149.08 145744.00
148.08 149353.00
147.08 147047.00
146.08 148000.50
145.08 146348.00
144.08 149932.00
143.08 149381.50
142.08 144061.50
141.08 142321.50
140.08 140220.00
139.08 144053.50
138.08 145879.00
137.08 154645.00
136.08 188841.00
135.08 258693.50
134.08 364889.00
133.08 410250.50
132.08 400023.50
131.08 275979.00
130.08 157587.50
129.08 128821.50
128.08 124513.50
127.08 124123.50
126.08 121274.50
125.08 122347.50
124.08 121515.00
123.08 125771.00
122.08 126613.50
121.08 121492.00
120.08 129648.00
119.08 124964.00
118.08 128463.50
117.08 133153.00
116.08 124197.50
115.08 129668.50
114.08 128646.00
113.08 128530.00
112.08 127928.50
111.08 129649.00
110.08 133419.50
109.08 130963.50
108.08 137313.00
107.08 136601.50
106.08 135210.50
105.08 140908.00
104.08 147057.50
103.08 142316.50
102.08 148622.00
101.08 151624.50
100.08 150332.00
99.08 154467.00
98.08 157327.00
97.08 159453.00
96.08 157154.00
95.08 153135.00
94.08 148203.00
93.08 147597.50
92.08 145440.00
91.08 139796.00
90.08 136511.00
89.08 132056.00
88.08 130704.50
87.08 130453.50
86.08 126946.50
85.08 134143.50
84.08 125816.50
83.08 129628.00
82.08 128655.00
81.08 129436.00
80.08 134380.00
79.08 133386.50
78.08 139077.00
77.08 134544.00
76.08 134407.50
75.08 135957.50
74.08 128095.50
73.08 122458.00
72.08 129759.50
71.08 135167.50
70.08 150169.00
69.08 181445.00
68.08 231468.50
67.08 318310.00
66.08 426147.50
65.08 448379.00
64.08 419279.50
63.08 437325.00
62.08 393528.50
61.08 213589.50
60.08 90789.00
59.08 57057.50
58.08 47248.10
57.08 44705.70
56.08 41221.20
55.08 41741.35
54.08 41953.30
53.08 45178.05
52.08 48795.20
51.08 58093.50
50.08 62512.50
49.08 63700.00
48.08 50322.00
47.08 39803.45
46.08 32539.20
45.08 27145.95
44.08 27335.05
43.08 27795.75
42.08 24132.35
41.08 25331.80
40.08 24538.95
39.08 28298.95
38.08 32043.75
37.08 37832.95
36.08 35745.80
35.08 29184.75
34.08 22670.85
33.08 23767.60
32.08 22991.80
31.08 22468.10
30.08 23923.90
29.08 21083.95
28.08 21767.00
27.08 22703.20
26.08 23103.40
25.08 22578.90
24.08 25514.10
23.08 30029.40
22.08 37664.15
21.08 40276.05
20.08 49698.40
19.08 63583.00
18.08 67367.00
17.08 44741.15
16.08 21491.15
15.08 14479.80
14.08 12975.65
13.08 11788.80
12.08 13290.00
11.08 15358.70
10.08 18670.85
9.08 25367.70
8.08 31445.75
7.08 36606.15
6.08 32499.05
5.08 29230.55
4.08 27646.35
3.08 30684.00
2.08 39958.25
1.08 38498.90
0.08 17908.90
-0.92 5085.60
-1.92 1468.57
-2.92 829.92
-3.92 638.46
-4.92 871.71
