Samples4Survey LaCo_0603
1038.08 845531.86
1037.08 852409.79
1036.08 848069.45
1035.08 849171.35
1034.08 854837.86
1033.08 862925.27
1032.08 864070.34
1031.08 860219.42
1030.08 868292.12
1029.08 874741.86
1028.08 870454.39
1027.08 857956.87
1026.08 866766.35
1025.08 872987.59
1024.08 867636.93
1023.08 865850.3
1022.08 874041.28
1021.08 873641.37
1020.08 878335.48
1019.08 872173.22
1018.08 873200.95
1017.08 872540.67
1016.08 872911.22
1015.08 871705.69
1014.08 875642.19
1013.08 879165.54
1012.08 877761.98
1011.08 883199.03
1010.08 882158.09
1009.08 879096.06
1008.08 878547.48
1007.08 888980.96
1006.08 900084.52
1005.08 882217.82
1004.08 901224.97
1003.08 889950.72
1002.08 896286.19
1001.08 890909.54
1000.08 891394.1
999.08 896469.78
998.08 896197.86
997.08 918550.85
996.08 902716.33
995.08 903716.13
994.08 910476.41
993.08 929601.75
992.08 906797.72
991.08 913630.74
990.08 913816.89
989.08 896860.83
988.08 899767.2
987.08 902794.34
986.08 901727.21
985.08 907751.52
984.08 894389.7
983.08 895163.97
982.08 893983.54
981.08 901444.26
980.08 911955.66
979.08 903451.47
978.08 911578.61
977.08 931240.31
976.08 932426.1
975.08 928283.92
974.08 952387.64
973.08 972888.06
972.08 967657.29
971.08 975885.83
970.08 946674.59
969.08 910382.76
968.08 894623.28
967.08 896183.55
966.08 892450.96
965.08 880666.1
964.08 880017.56
963.08 876236.77
962.08 876708.69
961.08 864877.79
960.08 865601.41
959.08 856679.34
958.08 867502.64
957.08 870381.53
956.08 872415.55
955.08 873068.84
954.08 871684.02
953.08 863405.77
952.08 880039.92
951.08 864496.2
950.08 867796.08
949.08 862737.56
948.08 860936.97
947.08 860519.26
946.08 850539.38
945.08 853899.54
944.08 849058.43
943.08 844707.43
942.08 851499.24
941.08 853009.69
940.08 865453.85
939.08 866406.98
938.08 849161.25
937.08 850990.35
936.08 860109.33
935.08 850398.91
934.08 860274.8
933.08 863674.12
932.08 864051.59
931.08 870052.47
930.08 865148.24
929.08 871652.21
928.08 870294.89
927.08 879303.12
926.08 881157.11
925.08 879555.23
924.08 877045.42
923.08 873064.05
922.08 859714.51
921.08 859376.68
920.08 860189.38
919.08 855356.59
918.08 861277.72
917.08 864992.18
916.08 865983.71
915.08 875349.53
914.08 870288.93
913.08 872098.03
912.08 883911.98
911.08 869347.95
910.08 888070.76
909.08 865261.01
908.08 881890.56
907.08 878845.95
906.08 885471.46
905.08 877566.44
904.08 887870.43
903.08 893673.11
902.08 884155.14
901.08 894792.53
900.08 890060.33
899.08 909027.76
898.08 902112.57
897.08 902266.18
896.08 916860.64
895.08 912548.05
894.08 909416.58
893.08 915770.74
892.08 914920.57
891.08 922363.28
890.08 932012.97
889.08 913780.05
888.08 941145.79
887.08 935557.62
886.08 933033.73
885.08 933857.73
884.08 926025.75
883.08 937273.73
882.08 936798.82
881.08 941044.85
880.08 939429.99
879.08 930299.37
878.08 925077.98
877.08 936749.8
876.08 931425.48
875.08 932116.36
874.08 922722.1
873.08 941646.91
872.08 945563.95
871.08 934077.22
870.08 938978.31
869.08 940837.61
868.08 949687.58
867.08 950666.5
866.08 967123.22
865.08 974445.71
864.08 989587.86
863.08 979776.91
862.08 963073.09
861.08 950347.06
860.08 946727
859.08 938287.79
858.08 905663.22
857.08 905858.23
856.08 939783.21
855.08 1007380.7
854.08 1073070.05
853.08 1072295.63
852.08 1032871.04
851.08 1060288.85
850.08 1102203.18
849.08 1039641.91
848.08 884552.42
847.08 783912.25
846.08 738952.59
845.08 721466.87
844.08 689614.58
843.08 664785.64
842.08 649779.53
841.08 655702.76
840.08 681006.98
839.08 737363.22
838.08 877073.46
837.08 999163.64
836.08 982163.55
835.08 932244.77
834.08 964815.74
833.08 1014719
832.08 901448.32
831.08 670534.36
830.08 542850.24
829.08 492716.42
828.08 483193.03
827.08 465437.65
826.08 457640.3
825.08 453718.47
824.08 446952.13
823.08 444712.42
822.08 440115.65
821.08 441081.87
820.08 439574.77
819.08 440288.33
818.08 435378.09
817.08 439929.72
816.08 441458.38
815.08 433508.67
814.08 428036.14
813.08 429921.25
812.08 424951.68
811.08 431355.47
810.08 436208.35
809.08 431249.83
808.08 438339.69
807.08 430997.69
806.08 433619.04
805.08 440021.7
804.08 435108.73
803.08 431771.59
802.08 424535.39
801.08 431716.69
800.08 421088.44
799.08 429277.02
798.08 440425.19
797.08 457047.05
796.08 486600.66
795.08 493661.84
794.08 483876.67
793.08 431005
792.08 413490.4
791.08 403720.68
790.08 409751.62
789.08 401791.91
788.08 399363.37
787.08 403263.62
786.08 401092.07
785.08 395187.52
784.08 404365.14
783.08 433436.44
782.08 469924.56
781.08 524823.58
780.08 575853.16
779.08 555222.37
778.08 457828.48
777.08 372727.61
776.08 342197.35
775.08 333864.56
774.08 323601.9
773.08 334043.59
772.08 318668.6
771.08 311239.56
770.08 310819.92
769.08 283373.43
768.08 277750.2
767.08 264017.36
766.08 255056.04
765.08 248347.16
764.08 245093.67
763.08 247608.94
762.08 248045.84
761.08 253068.07
760.08 255926.77
759.08 254169.83
758.08 260637.65
757.08 253446.68
756.08 248716.65
755.08 234339.4
754.08 229130.28
753.08 223086.58
752.08 222402.84
751.08 220606.59
750.08 217848.68
749.08 217708.27
748.08 218292.95
747.08 220057.39
746.08 216429.65
745.08 218581.69
744.08 218445.97
743.08 217130.94
742.08 218802.78
741.08 219624.23
740.08 213503.46
739.08 212405.15
738.08 210015.71
737.08 211678.19
736.08 205754.86
735.08 209812.4
734.08 205177.63
733.08 207537.25
732.08 212571.91
731.08 205647.59
730.08 206415.72
729.08 206476.03
728.08 198002.36
727.08 201783.58
726.08 202759.95
725.08 201008.86
724.08 210803.94
723.08 212251.98
722.08 215311.8
721.08 217543.33
720.08 214892.06
719.08 223919.58
718.08 222254.01
717.08 234645.31
716.08 236752.14
715.08 235685.57
714.08 241883.48
713.08 230785.79
712.08 236245.87
711.08 233929.77
710.08 228338.77
709.08 217291.51
708.08 206259.41
707.08 193214.05
706.08 189688.29
705.08 186211.23
704.08 184500.86
703.08 184841.99
702.08 185988.47
701.08 186057.15
700.08 187825.23
699.08 185268.35
698.08 178943.96
697.08 178207.89
696.08 181180.53
695.08 182392.9
694.08 175981.96
693.08 168030.95
692.08 172279.36
691.08 163131.17
690.08 165204.14
689.08 162655.58
688.08 162745.03
687.08 164022.28
686.08 164614.35
685.08 166089.35
684.08 171452.29
683.08 163553.93
682.08 167506.45
681.08 172460.16
680.08 166055.05
679.08 164875.24
678.08 166329.94
677.08 162808.64
676.08 164178.88
675.08 166237.62
674.08 164506.53
673.08 163100.51
672.08 172843.99
671.08 167441.97
670.08 166737.3
669.08 162976.37
668.08 166596.99
667.08 164031.33
666.08 168303.04
665.08 161903.99
664.08 162851.09
663.08 165229.57
662.08 173524.21
661.08 171117.41
660.08 168206.06
659.08 162219.45
658.08 164348.43
657.08 165497.49
656.08 168755.63
655.08 164275.14
654.08 164377.44
653.08 164901.18
652.08 167002.82
651.08 165279.59
650.08 167865.1
649.08 164068.19
648.08 166509.36
647.08 169797.93
646.08 171092.63
645.08 172586.7
644.08 167500.3
643.08 169105.59
642.08 170265.24
641.08 168255.77
640.08 165113.28
639.08 170018.17
638.08 171202.46
637.08 173327.08
636.08 170189.49
635.08 166484.29
634.08 163633.43
633.08 167921.61
632.08 166003.05
631.08 168806.69
630.08 171103.82
629.08 168822.33
628.08 171530.06
627.08 169376.24
626.08 167335.26
625.08 174022.35
624.08 167441.83
623.08 170139.42
622.08 174387.14
621.08 172735.86
620.08 171729.04
619.08 171595.6
618.08 176070
617.08 169637.68
616.08 173155.98
615.08 177681.73
614.08 172626.02
613.08 175398.07
612.08 173637.41
611.08 176846.46
610.08 176211.62
609.08 175852.32
608.08 179549.76
607.08 179747.72
606.08 180621.99
605.08 179436.08
604.08 179318.26
603.08 178143.91
602.08 179540.45
601.08 174297.26
600.08 177399.04
599.08 182737.08
598.08 179745.64
597.08 177407.53
596.08 180507.19
595.08 185022.33
594.08 180970.2
593.08 174920.85
592.08 179504.54
591.08 180688.19
590.08 179788.71
589.08 184789.44
588.08 178572.77
587.08 181180.58
586.08 179061.05
585.08 181134.28
584.08 178956.51
583.08 180706.07
582.08 180813.31
581.08 176099.81
580.08 184725.1
579.08 183111.37
578.08 183781.57
577.08 181322.76
576.08 178453.83
575.08 183352.24
574.08 183227.72
573.08 185299.29
572.08 181927.56
571.08 192661.4
570.08 180966.85
569.08 183983.84
568.08 185277.09
567.08 186246.47
566.08 184365.77
565.08 185706.13
564.08 187625.61
563.08 190884.54
562.08 186939.16
561.08 190647.12
560.08 192198.64
559.08 195767.51
558.08 201384.09
557.08 198068.79
556.08 197038.81
555.08 191458.59
554.08 188954.87
553.08 186565.59
552.08 182487.76
551.08 182580.91
550.08 181734.53
549.08 180780.07
548.08 183864.78
547.08 182990.25
546.08 176671.65
545.08 179506.51
544.08 173541.82
543.08 172381.68
542.08 169179.36
541.08 167177.02
540.08 162656.9
539.08 152204.63
538.08 149940.61
537.08 145944.55
536.08 142479.43
535.08 147382.31
534.08 155735.58
533.08 179701.33
532.08 244072.99
531.08 320042.05
530.08 384366.1
529.08 493203.6
528.08 526836.46
527.08 257523.55
526.08 139975.07
525.08 120005.03
524.08 112206.66
523.08 112454.36
522.08 106995.46
521.08 108950.31
520.08 106936.48
519.08 107363.38
518.08 107441.34
517.08 108523.88
516.08 106471.72
515.08 102300.78
514.08 107551.54
513.08 104622.9
512.08 105623.97
511.08 109019.17
510.08 104991.62
509.08 107004.57
508.08 106398.55
507.08 106643.92
506.08 107827.93
505.08 107643.54
504.08 105187.47
503.08 105882.67
502.08 104468.07
501.08 105617.54
500.08 106374.07
499.08 104247.08
498.08 111569.05
497.08 110931.07
496.08 112404.79
495.08 107328.32
494.08 105386.1
493.08 105901.37
492.08 107036.01
491.08 106841.11
490.08 104848.64
489.08 105163.36
488.08 107099.12
487.08 107536.21
486.08 107679.45
485.08 109782.38
484.08 102470.54
483.08 106643.72
482.08 107640.5
481.08 106326.88
480.08 109191.15
479.08 110319.24
478.08 106000.8
477.08 105567.08
476.08 106809.51
475.08 110641.77
474.08 105954.84
473.08 104441.46
472.08 105393.72
471.08 109091.79
470.08 105213.42
469.08 109756.34
468.08 111281.54
467.08 105983.82
466.08 107833.14
465.08 108250.03
464.08 109683.63
463.08 112465.44
462.08 105603.14
461.08 107764.4
460.08 107821.53
459.08 108015.87
458.08 110688.86
457.08 109861.7
456.08 109001.96
455.08 107205.16
454.08 107463.56
453.08 110932.11
452.08 111018.5
451.08 111158.42
450.08 112889.94
449.08 111866.21
448.08 111571.66
447.08 114574.02
446.08 111608.57
445.08 113521.17
444.08 112802.46
443.08 109316.42
442.08 115579.76
441.08 110436.5
440.08 110102.3
439.08 114777.69
438.08 112725.13
437.08 115061
436.08 110766.7
435.08 111799.15
434.08 113973.55
433.08 113408.41
432.08 113479.59
431.08 113644.86
430.08 115831.19
429.08 110398.18
428.08 117493.87
427.08 112529.61
426.08 118224.39
425.08 114971.71
424.08 114617.78
423.08 118808.14
422.08 117156.9
421.08 109975.07
420.08 112209.77
419.08 113170.92
418.08 118373.51
417.08 118512.14
416.08 121127.44
415.08 121787.85
414.08 115318.6
413.08 120975.73
412.08 122630.54
411.08 115386.13
410.08 113659.3
409.08 113362.23
408.08 118488.9
407.08 120362.64
406.08 114868.81
405.08 118026.38
404.08 119767.93
403.08 119990.08
402.08 119900.42
401.08 119085.02
400.08 126827.23
399.08 138413.57
398.08 128973.75
397.08 131775.81
396.08 124817.17
395.08 121285.37
394.08 118289.45
393.08 116947.06
392.08 120256.87
391.08 118662.19
390.08 115757.33
389.08 118486.27
388.08 119371.15
387.08 114183.67
386.08 113773.52
385.08 121584.33
384.08 118510.53
383.08 118104.37
382.08 114691.94
381.08 118134.25
380.08 118023.72
379.08 119613.76
378.08 114336.58
377.08 114761.05
376.08 120939.09
375.08 117366.48
374.08 116335.75
373.08 121496.14
372.08 121884.17
371.08 119343
370.08 121961.74
369.08 117391.56
368.08 119236.44
367.08 117903.73
366.08 121303.23
365.08 121492.79
364.08 122942.26
363.08 120683.88
362.08 119568.57
361.08 124729.03
360.08 118585.79
359.08 124821.68
358.08 124563.29
357.08 126096.33
356.08 122775.31
355.08 120364.85
354.08 120643.58
353.08 128969.95
352.08 125646.42
351.08 129740.4
350.08 127727.81
349.08 126196.51
348.08 127112.92
347.08 133406.62
346.08 134186.98
345.08 125422.4
344.08 129736.02
343.08 125307.22
342.08 127032.05
341.08 122463.64
340.08 121540.73
339.08 131826.75
338.08 128221.9
337.08 134321.46
336.08 131457.02
335.08 127384.73
334.08 124375.45
333.08 128812.48
332.08 129660.09
331.08 125859.75
330.08 127380.06
329.08 129459.01
328.08 133627.09
327.08 132247.61
326.08 129232.05
325.08 133273.29
324.08 133810.35
323.08 131105.62
322.08 133709.95
321.08 139817.48
320.08 130542.46
319.08 137018.36
318.08 133410.57
317.08 134357.83
316.08 135825.14
315.08 139775.92
314.08 140658.51
313.08 136662.67
312.08 140408.4
311.08 139637.19
310.08 139071.51
309.08 135291.46
308.08 139735.4
307.08 142249.68
306.08 141722.09
305.08 144805.54
304.08 141016.02
303.08 144578.37
302.08 141604.47
301.08 143762.45
300.08 139141.61
299.08 145592.77
298.08 140725.89
297.08 133459.96
296.08 138347.82
295.08 138777.08
294.08 136418.06
293.08 136178.46
292.08 136509.56
291.08 136732.77
290.08 139591.22
289.08 149067.2
288.08 155917.83
287.08 158115.13
286.08 186430.59
285.08 248151.02
284.08 248590.86
283.08 173171.4
282.08 142937.47
281.08 142500.27
280.08 142513.35
279.08 147408.56
278.08 150885.38
277.08 152628.32
276.08 152445.39
275.08 158871.46
274.08 160407.51
273.08 160500.94
272.08 155897.75
271.08 152939.03
270.08 142612.74
269.08 141652.25
268.08 139763.05
267.08 138219.81
266.08 137202.57
265.08 139481.26
264.08 137951.61
263.08 137378.97
262.08 139941.9
261.08 138456.82
260.08 141603
259.08 142298.43
258.08 143015.07
257.08 141055.56
256.08 143355.15
255.08 136263.02
254.08 141084.82
253.08 139290.59
252.08 136643.7
251.08 136466.5
250.08 144905.78
249.08 142758.11
248.08 142876.42
247.08 138188.73
246.08 143585.33
245.08 143178.09
244.08 142654.13
243.08 145583.79
242.08 138247.3
241.08 142374.65
240.08 142425.62
239.08 149215.1
238.08 146344.97
237.08 151959.3
236.08 154686.46
235.08 164758.1
234.08 162729.69
233.08 165514.79
232.08 170431.11
231.08 170794.06
230.08 153249.75
229.08 153477.63
228.08 149861.82
227.08 151138.53
226.08 146144.52
225.08 144022.78
224.08 138086.28
223.08 139431.89
222.08 135172.98
221.08 138018.66
220.08 135578.04
219.08 128361.63
218.08 131220.44
217.08 135933.61
216.08 133229.35
215.08 135447.39
214.08 139736.14
213.08 146294.89
212.08 144618.98
211.08 141487.94
210.08 144079.79
209.08 141957.89
208.08 140752.75
207.08 142660.63
206.08 138167.82
205.08 134591.32
204.08 130107.95
203.08 136431.84
202.08 126212.62
201.08 133609.46
200.08 137806.07
199.08 149492.72
198.08 161119.99
197.08 173067.15
196.08 184996.33
195.08 200947.34
194.08 206079.81
193.08 162140.69
192.08 129356.91
191.08 122648.08
190.08 110848.93
189.08 110442.08
188.08 107496.94
187.08 108255.46
186.08 109696.86
185.08 108675.39
184.08 106083.86
183.08 104496.55
182.08 109134.57
181.08 111253.99
180.08 113367.24
179.08 111502.38
178.08 110243.96
177.08 110796.27
176.08 112426.4
175.08 112074.85
174.08 113020.81
173.08 115657.27
172.08 118872.76
171.08 108496.02
170.08 112315.04
169.08 115423.39
168.08 114970.68
167.08 115965.35
166.08 115494.2
165.08 115277.83
164.08 118925.58
163.08 115813.49
162.08 114165.6
161.08 116321.06
160.08 114336.67
159.08 117431.1
158.08 115992.8
157.08 118824.07
156.08 115088.58
155.08 118362.73
154.08 122341.28
153.08 118124.11
152.08 121098.18
151.08 125870.35
150.08 124918.11
149.08 122693.71
148.08 122294.29
147.08 122339.73
146.08 126711.07
145.08 124655.25
144.08 128588.26
143.08 127298.39
142.08 132591.47
141.08 137320.27
140.08 139719.1
139.08 131518.97
138.08 134917.9
137.08 140066.75
136.08 139641.39
135.08 139751.72
134.08 145245.25
133.08 146206.07
132.08 148528.9
131.08 140772.97
130.08 140493.56
129.08 137521.02
128.08 130924
127.08 124570.96
126.08 122675.96
125.08 121642.36
124.08 123005.78
123.08 118797.63
122.08 117021.63
121.08 118772.26
120.08 119616.3
119.08 117840.7
118.08 119567.27
117.08 121548.5
116.08 119270.85
115.08 124936.51
114.08 122705.6
113.08 121922.66
112.08 118307.51
111.08 117370.43
110.08 124211.1
109.08 139174.22
108.08 164673.35
107.08 191666.31
106.08 237772.58
105.08 317867.76
104.08 372443.82
103.08 355825.71
102.08 336762.55
101.08 353110.98
100.08 257216.55
99.08 123906.98
98.08 71751.42
97.08 60574.23
96.08 56553.12
95.08 51442.1
94.08 52619.22
93.08 49500.33
92.08 51176.2
91.08 50363.04
90.08 51327.11
89.08 51754.92
88.08 49520.44
87.08 47276.51
86.08 48119.13
85.08 46240.43
84.08 47867.01
83.08 49666.76
82.08 46063.34
81.08 49936.67
80.08 49387.74
79.08 47964.58
78.08 48375.1
77.08 51280.86
76.08 49350.47
75.08 50067.39
74.08 50300.67
73.08 47742.74
72.08 50550.4
71.08 56378.57
70.08 53979.52
69.08 50795.96
68.08 52277.38
67.08 52810.1
66.08 56375.18
65.08 56187.25
64.08 57959.9
63.08 67290.82
62.08 80912.8
61.08 94072.8
60.08 91509.43
59.08 69677.11
58.08 45135.73
57.08 33878.65
56.08 28922.01
55.08 26185.19
54.08 30498.23
53.08 27934.98
52.08 29252.35
51.08 28953.55
50.08 26578.57
49.08 26141.71
48.08 27182.35
47.08 29208.37
46.08 27637.22
45.08 27696.46
44.08 27510.1
43.08 26250.97
42.08 26872.96
41.08 28372.83
40.08 26915.06
39.08 26250.13
38.08 27608.39
37.08 27317.73
36.08 29074.67
35.08 34400.7
34.08 37963.99
33.08 32699.64
32.08 25289
31.08 21705.86
30.08 21096.57
29.08 19845.94
28.08 18892.52
27.08 19646.98
26.08 20961.22
25.08 21579.65
24.08 24987.9
23.08 26418.31
22.08 33546.23
21.08 39576.55
20.08 41217.87
19.08 43030.89
18.08 48422.24
17.08 49716
16.08 56540.52
15.08 46063.27
14.08 21120.69
13.08 13140.87
12.08 10506.07
11.08 10188.41
10.08 9768
9.08 9295.65
8.08 12328.01
7.08 15238.64
6.08 19657.54
5.08 20586.35
4.08 22791.55
3.08 21825.8
2.08 18854.16
1.08 19603.09
0.08 11894.64
-0.92 2682
-1.92 1013.35
-2.92 736
-3.92 701.31
-4.92 256.55
