Samples4Survey LaCo_0608
1241.08 700409.96
1240.08 697809.14
1239.08 683306.92
1238.08 698087.77
1237.08 693573.19
1236.08 686058.56
1235.08 698333.32
1234.08 705339.72
1233.08 688902.52
1232.08 686422.29
1231.08 694709.18
1230.08 710017.17
1229.08 706835.91
1228.08 695932.98
1227.08 693514.47
1226.08 695616.18
1225.08 704565.88
1224.08 692416.63
1223.08 686274.86
1222.08 692101.27
1221.08 690698.7
1220.08 684260.31
1219.08 688609.96
1218.08 694430.25
1217.08 689818.41
1216.08 677655.36
1215.08 680284.61
1214.08 688262.46
1213.08 687501.85
1212.08 686550.95
1211.08 686991.08
1210.08 697067.01
1209.08 689892.73
1208.08 696274.89
1207.08 697181.36
1206.08 689624.2
1205.08 689872.99
1204.08 694588.97
1203.08 685878.54
1202.08 670331.75
1201.08 672564.91
1200.08 678156.72
1199.08 669643.28
1198.08 671610.21
1197.08 670613.76
1196.08 663932.75
1195.08 660750.32
1194.08 667305.86
1193.08 676931.09
1192.08 684188.19
1191.08 675509.46
1190.08 665570.17
1189.08 669309.96
1188.08 672625.22
1187.08 673653.68
1186.08 675087.36
1185.08 679261.91
1184.08 681013.21
1183.08 680267.27
1182.08 664812.95
1181.08 674294.78
1180.08 676050.62
1179.08 670348.54
1178.08 673865.69
1177.08 679415.37
1176.08 669234.85
1175.08 677322.24
1174.08 682287.82
1173.08 676240.58
1172.08 664503.2
1171.08 685014.17
1170.08 678320.28
1169.08 687450.13
1168.08 686464.07
1167.08 683174.21
1166.08 677854.33
1165.08 684787.43
1164.08 693341.05
1163.08 689114.63
1162.08 696361.58
1161.08 687221.34
1160.08 694732.76
1159.08 693371.35
1158.08 684529.77
1157.08 690016.84
1156.08 699247.39
1155.08 697653.82
1154.08 679931.69
1153.08 688255.62
1152.08 688442.95
1151.08 677587.23
1150.08 682309.78
1149.08 682529.55
1148.08 687583.25
1147.08 683876.06
1146.08 683231.98
1145.08 684092.49
1144.08 691342.8
1143.08 683851.48
1142.08 690543.91
1141.08 682855.7
1140.08 679523.91
1139.08 684207.68
1138.08 693813.58
1137.08 697594.04
1136.08 682393.52
1135.08 698880.13
1134.08 705676.9
1133.08 685766.28
1132.08 709137.58
1131.08 706385.83
1130.08 723362.5
1129.08 744116.27
1128.08 751198.46
1127.08 740216.6
1126.08 734070.11
1125.08 742650.17
1124.08 733323.87
1123.08 725076.49
1122.08 705765.89
1121.08 684401.95
1120.08 674887.37
1119.08 671739.49
1118.08 676983.97
1117.08 666414.43
1116.08 674250.96
1115.08 664474.64
1114.08 680926.27
1113.08 657351.05
1112.08 670820.16
1111.08 663954.76
1110.08 674859.28
1109.08 666829.87
1108.08 664535.22
1107.08 666073.87
1106.08 667790.89
1105.08 665005.1
1104.08 665856.46
1103.08 666819.67
1102.08 662994.34
1101.08 665734.36
1100.08 670634.85
1099.08 669147.09
1098.08 672306.94
1097.08 665849.02
1096.08 667100.46
1095.08 673664.07
1094.08 667450.81
1093.08 670737.08
1092.08 681223.81
1091.08 686035.19
1090.08 678702.44
1089.08 683151.97
1088.08 680854.5
1087.08 674026.24
1086.08 669221.28
1085.08 680208.2
1084.08 672030.68
1083.08 674571.73
1082.08 678736.1
1081.08 676399.41
1080.08 672917.58
1079.08 683911.05
1078.08 685696.24
1077.08 686999.25
1076.08 668738.06
1075.08 682326.35
1074.08 683328.89
1073.08 686031.74
1072.08 690818.37
1071.08 682146.89
1070.08 683535.54
1069.08 685756.22
1068.08 682206.5
1067.08 681077.1
1066.08 684571.6
1065.08 677887.27
1064.08 686899.49
1063.08 680604.38
1062.08 688720.81
1061.08 695554.88
1060.08 688587.46
1059.08 685992.97
1058.08 682018.35
1057.08 690772.31
1056.08 693776.5
1055.08 693841.93
1054.08 692452.12
1053.08 698071.97
1052.08 686567.67
1051.08 696682.41
1050.08 700132.76
1049.08 705873.81
1048.08 686788.9
1047.08 696590.71
1046.08 704059.17
1045.08 697438.03
1044.08 691030.28
1043.08 685671.43
1042.08 693856.14
1041.08 692868.41
1040.08 691160.19
1039.08 707720.73
1038.08 704879.71
1037.08 707710.08
1036.08 697297.57
1035.08 702863.82
1034.08 706152.24
1033.08 711103.9
1032.08 710007.35
1031.08 709562.85
1030.08 704259.56
1029.08 709407.45
1028.08 705982.67
1027.08 699915.69
1026.08 706044.5
1025.08 700573.28
1024.08 707574.9
1023.08 711749.3
1022.08 705737.51
1021.08 707387.23
1020.08 710398.7
1019.08 698955.94
1018.08 709668.39
1017.08 711595.46
1016.08 700867.28
1015.08 709714.84
1014.08 706680.41
1013.08 700299.37
1012.08 699431.54
1011.08 710376.26
1010.08 704680.42
1009.08 702579.78
1008.08 714990.01
1007.08 713020.54
1006.08 710472.51
1005.08 698228.59
1004.08 706515.72
1003.08 712693.57
1002.08 696119.94
1001.08 709147.76
1000.08 725417.74
999.08 714000.87
998.08 721817.32
997.08 724535.97
996.08 716849.69
995.08 714118.69
994.08 727410.47
993.08 732411.97
992.08 733397.79
991.08 711619.25
990.08 712372.88
989.08 715511.56
988.08 712400.34
987.08 719685.72
986.08 707197.52
985.08 716331.89
984.08 706795.12
983.08 705435.76
982.08 710911.7
981.08 708422.06
980.08 723726.29
979.08 712444.46
978.08 730123.53
977.08 729720.84
976.08 741005.01
975.08 752555.41
974.08 764333.91
973.08 775377.63
972.08 767006.58
971.08 753493.38
970.08 736908.36
969.08 723425.37
968.08 710221.07
967.08 705721.18
966.08 688957.35
965.08 684472.16
964.08 693497.22
963.08 685526.41
962.08 685262.49
961.08 673772.91
960.08 661247.76
959.08 664918.22
958.08 667624.6
957.08 663491.68
956.08 670179.95
955.08 664988.59
954.08 670628.21
953.08 664708.25
952.08 667083.33
951.08 655673.35
950.08 665429.27
949.08 655971.78
948.08 659558.88
947.08 654312.98
946.08 647792.52
945.08 646102.3
944.08 643348.33
943.08 654108.94
942.08 654208.26
941.08 645603.28
940.08 648259.59
939.08 650100.65
938.08 649056.26
937.08 655621.73
936.08 648067.93
935.08 648152.05
934.08 651191.03
933.08 652845.19
932.08 651053.7
931.08 658004.78
930.08 653758.19
929.08 664438.7
928.08 669033.02
927.08 658946.66
926.08 667829.16
925.08 662189.62
924.08 650507.59
923.08 639407.29
922.08 656174.28
921.08 646238.74
920.08 644831.73
919.08 648769.12
918.08 645515.48
917.08 644815.06
916.08 656022.4
915.08 638123.79
914.08 642294.81
913.08 642305.53
912.08 651930.85
911.08 642542.25
910.08 652016.57
909.08 653974.94
908.08 661020.73
907.08 657247.77
906.08 668336.14
905.08 655087.22
904.08 664300.06
903.08 672200.01
902.08 658028.02
901.08 665134.84
900.08 666885.62
899.08 672180.55
898.08 661296.5
897.08 674548.4
896.08 681328.23
895.08 678332.27
894.08 685895.69
893.08 685569.74
892.08 682869.65
891.08 683875.18
890.08 684392.52
889.08 688705.92
888.08 687163.86
887.08 691965.21
886.08 696191.53
885.08 697388.31
884.08 706425.78
883.08 706965.14
882.08 704924.6
881.08 704071.55
880.08 704505.37
879.08 696951.96
878.08 689023.39
877.08 705416.17
876.08 699047.85
875.08 700787.39
874.08 721889.41
873.08 709153.13
872.08 707720
871.08 703038.73
870.08 717050.98
869.08 725964.14
868.08 731203.61
867.08 739422.19
866.08 743405.58
865.08 751792.03
864.08 750922.76
863.08 746022.56
862.08 738595.69
861.08 723914.57
860.08 719844.39
859.08 710905.2
858.08 699816.84
857.08 703774.68
856.08 731582.51
855.08 802124.37
854.08 848639.34
853.08 823052.65
852.08 798951.22
851.08 841513.02
850.08 867416.52
849.08 784371.56
848.08 657185.49
847.08 598063.81
846.08 572048.7
845.08 545926.45
844.08 529608.16
843.08 512649.32
842.08 503500.93
841.08 513746.52
840.08 521443.24
839.08 607139.94
838.08 720938.28
837.08 798688.48
836.08 761338.71
835.08 728958.53
834.08 780270.67
833.08 815832.24
832.08 673764.96
831.08 480766.84
830.08 396276.95
829.08 368783.55
828.08 351068.44
827.08 340603.14
826.08 338744.41
825.08 334540.52
824.08 330199.59
823.08 337273.62
822.08 338689.13
821.08 336458.24
820.08 322808.98
819.08 325084.37
818.08 328984.89
817.08 324174.76
816.08 327683.25
815.08 311854.89
814.08 317169.17
813.08 314132.26
812.08 310678.28
811.08 316712.03
810.08 317987.49
809.08 323977.2
808.08 324161.58
807.08 330478.76
806.08 322377
805.08 329546.71
804.08 329529.06
803.08 327822.53
802.08 331400.99
801.08 318684.21
800.08 323755.39
799.08 325280
798.08 340114.61
797.08 356444.02
796.08 374320.45
795.08 385605.37
794.08 359803.17
793.08 330547.67
792.08 313963.14
791.08 304676.54
790.08 315404.81
789.08 317641.49
788.08 315834.43
787.08 313377.83
786.08 311114.62
785.08 322288.2
784.08 325539.49
783.08 344629.74
782.08 386052.21
781.08 424612.1
780.08 475242.83
779.08 430390.46
778.08 327885.38
777.08 272104.82
776.08 257985.45
775.08 263279.68
774.08 251102.77
773.08 242875.42
772.08 237827.44
771.08 234734
770.08 225401.57
769.08 219518.53
768.08 206489.96
767.08 197799.75
766.08 187476.85
765.08 183297.62
764.08 187035.02
763.08 188904.94
762.08 189048.86
761.08 188156.43
760.08 194861.08
759.08 194681.83
758.08 191381.71
757.08 189542.57
756.08 181319
755.08 172155.95
754.08 166883.59
753.08 166082.8
752.08 160052.92
751.08 163510.64
750.08 158690.93
749.08 164032.97
748.08 157991
747.08 159649.78
746.08 163066.63
745.08 164342.86
744.08 163144.83
743.08 165266.21
742.08 155641.73
741.08 159326.18
740.08 161040.7
739.08 158033.3
738.08 159086.09
737.08 153682.4
736.08 153192.95
735.08 154509.39
734.08 154548.76
733.08 150848.25
732.08 155239.13
731.08 150790.17
730.08 149183.76
729.08 153487.36
728.08 153950.64
727.08 150741.34
726.08 152676.61
725.08 155767.13
724.08 153475.57
723.08 154500.08
722.08 164722.3
721.08 161352.8
720.08 169956.28
719.08 172391.3
718.08 177294.08
717.08 182019.71
716.08 184350.1
715.08 186784.17
714.08 188293.99
713.08 182125.95
712.08 181116.85
711.08 177689.68
710.08 171295.44
709.08 165292.67
708.08 153634.01
707.08 144895.99
706.08 140848.04
705.08 139541.18
704.08 138581.2
703.08 136217.27
702.08 135611.07
701.08 138406.79
700.08 137728.15
699.08 137515.87
698.08 135679.42
697.08 137843.06
696.08 131744.63
695.08 134739.33
694.08 130061.92
693.08 128377.31
692.08 124986.28
691.08 122179.87
690.08 125289.73
689.08 126020.09
688.08 127092.27
687.08 125126.25
686.08 121180.56
685.08 120807.22
684.08 125073.79
683.08 121966.49
682.08 121719.05
681.08 125287.2
680.08 123928.95
679.08 122371.16
678.08 118464.6
677.08 126157.06
676.08 126484.46
675.08 125214.19
674.08 122618.37
673.08 126977.86
672.08 121959.28
671.08 130589.76
670.08 123097.57
669.08 121188.21
668.08 120208.69
667.08 125098.34
666.08 125684.54
665.08 125148.64
664.08 124656.91
663.08 120509.57
662.08 119159.42
661.08 118723.66
660.08 123248.28
659.08 126406.86
658.08 124696.48
657.08 119906.58
656.08 123967.68
655.08 122209.41
654.08 121984.85
653.08 123942.68
652.08 122493.04
651.08 122637.52
650.08 122701.21
649.08 128474.86
648.08 126233.83
647.08 123235.94
646.08 126689.7
645.08 124048.74
644.08 126730.18
643.08 125239.78
642.08 122738.31
641.08 123582.42
640.08 124763.75
639.08 125544.82
638.08 125679.54
637.08 128476.84
636.08 123149.35
635.08 123807.83
634.08 124801.95
633.08 123239.09
632.08 128622.69
631.08 122685.73
630.08 125212.34
629.08 127859.22
628.08 124713.2
627.08 128058.99
626.08 125046.03
625.08 127921.68
624.08 126294.12
623.08 128068.9
622.08 124560.28
621.08 129293.96
620.08 125845.04
619.08 128807.79
618.08 127896.18
617.08 126316.8
616.08 132580.71
615.08 132831.49
614.08 126754.39
613.08 133478.52
612.08 126860.1
611.08 133054.07
610.08 134681.1
609.08 125289.88
608.08 132201.87
607.08 131903.82
606.08 131861.12
605.08 131846.74
604.08 133558.78
603.08 133356.86
602.08 129724.98
601.08 136941.56
600.08 134481.21
599.08 133624.23
598.08 137489.99
597.08 136853.69
596.08 135661.16
595.08 136613.74
594.08 134992.55
593.08 136379.65
592.08 132727.77
591.08 138106.36
590.08 136132.06
589.08 132101.22
588.08 132714.48
587.08 136716.83
586.08 138033.72
585.08 135322.44
584.08 132700.09
583.08 135817.07
582.08 135211.05
581.08 134700.68
580.08 135000.03
579.08 139542.17
578.08 134242.44
577.08 138763.5
576.08 136982.3
575.08 135568.84
574.08 136852.19
573.08 135763.92
572.08 135978.29
571.08 136066.03
570.08 136579.94
569.08 138282.68
568.08 135313.85
567.08 139808.42
566.08 137753.79
565.08 141080.16
564.08 139734.68
563.08 140331.28
562.08 143513.88
561.08 143204.84
560.08 146695.44
559.08 141376.8
558.08 144636.34
557.08 147666.31
556.08 150778.59
555.08 147447.66
554.08 140983.72
553.08 138382.17
552.08 136615.82
551.08 137027.58
550.08 136661.42
549.08 135070.27
548.08 137244.37
547.08 136146.12
546.08 134934.88
545.08 132431.12
544.08 134195.39
543.08 132030.48
542.08 130504.56
541.08 128805.57
540.08 126995.72
539.08 120779.53
538.08 120403.82
537.08 116254.19
536.08 111381.95
535.08 123117.17
534.08 126094.4
533.08 146975.1
532.08 198292.64
531.08 257063.78
530.08 320213.2
529.08 423397.35
528.08 355617.79
527.08 152731.92
526.08 102309.4
525.08 92791.89
524.08 90646.01
523.08 92479.45
522.08 89971.34
521.08 86803.95
520.08 85916.73
519.08 90585.17
518.08 88863.05
517.08 87602.72
516.08 87191.93
515.08 86282.36
514.08 87073.09
513.08 86152.68
512.08 88761.73
511.08 90564.4
510.08 85928.84
509.08 88703.36
508.08 93028.95
507.08 87599.3
506.08 87698.09
505.08 87369.17
504.08 87715.28
503.08 85416.41
502.08 91009.86
501.08 89270.25
500.08 86651.66
499.08 90564.77
498.08 91258.63
497.08 88539.39
496.08 91218.46
495.08 92243.89
494.08 87956.84
493.08 87960.37
492.08 86042.17
491.08 90399.52
490.08 89157.12
489.08 89219.89
488.08 91009.67
487.08 87508.72
486.08 88492.93
485.08 87343.95
484.08 90565.32
483.08 91847.99
482.08 87535.78
481.08 90992.86
480.08 87303.42
479.08 86163.38
478.08 86191.19
477.08 84983.56
476.08 87834.98
475.08 87166.04
474.08 88632.1
473.08 88551.6
472.08 85930.98
471.08 88146.1
470.08 85912.7
469.08 88656.07
468.08 89883.38
467.08 87275.56
466.08 92056.91
465.08 83680.93
464.08 88267.23
463.08 87183.19
462.08 89002.4
461.08 89613.33
460.08 91522.8
459.08 89494.48
458.08 87978.89
457.08 88124.18
456.08 93344.35
455.08 90825.37
454.08 90294.72
453.08 87546.37
452.08 87265.35
451.08 88272.46
450.08 91705.31
449.08 89154.57
448.08 89714.64
447.08 90675.3
446.08 90383.27
445.08 93833.14
444.08 92282.47
443.08 90560.51
442.08 90808.34
441.08 92400.84
440.08 90261.13
439.08 94276.81
438.08 93273.1
437.08 93651.45
436.08 89608.38
435.08 93651.02
434.08 92283.64
433.08 96266.29
432.08 89986.38
431.08 93224.76
430.08 93823.96
429.08 93954.49
428.08 92729.92
427.08 94920.96
426.08 93739.35
425.08 94365.56
424.08 92781.42
423.08 91752.58
422.08 96598.07
421.08 88900.44
420.08 91552.49
419.08 94941.45
418.08 97379.65
417.08 100413.26
416.08 93815.32
415.08 97820.69
414.08 99069.02
413.08 91172.28
412.08 95296
411.08 93141.81
410.08 91291.8
409.08 94187.47
408.08 96945.76
407.08 91494.07
406.08 89077.72
405.08 97022.55
404.08 93986.41
403.08 96410.13
402.08 94785.54
401.08 101091.5
400.08 99505.2
399.08 101086.71
398.08 107224.58
397.08 100924.2
396.08 101235.86
395.08 97061.06
394.08 93376
393.08 97965.05
392.08 91114.21
391.08 92594.05
390.08 94616.24
389.08 92812.28
388.08 93035.88
387.08 91311.22
386.08 95619.11
385.08 89031.84
384.08 93542.59
383.08 91078.66
382.08 93587.26
381.08 96616.94
380.08 92386.04
379.08 92211.31
378.08 97239.57
377.08 97172.65
376.08 93547.29
375.08 94952.95
374.08 92439.96
373.08 95699.05
372.08 95402.32
371.08 94435.62
370.08 93627.18
369.08 94995.35
368.08 96209.67
367.08 94934.72
366.08 91770.02
365.08 97754.16
364.08 96959.88
363.08 96126.84
362.08 95587.59
361.08 95057.67
360.08 98619.29
359.08 97079.47
358.08 96877.06
357.08 93927.83
356.08 98312.08
355.08 94685.08
354.08 93900.55
353.08 93878.9
352.08 96805.65
351.08 99638.07
350.08 96706.67
349.08 99464.92
348.08 97990.86
347.08 101310.06
346.08 97952.56
345.08 100727.51
344.08 94974.41
343.08 96804.87
342.08 97964.37
341.08 100832.23
340.08 99239.77
339.08 99113.94
338.08 100799.87
337.08 99657.36
336.08 97850.58
335.08 100304.73
334.08 98495.51
333.08 98307.15
332.08 99368.77
331.08 100548.68
330.08 97337.08
329.08 100967.77
328.08 99393.18
327.08 102336.92
326.08 101967.01
325.08 99099.58
324.08 103411.5
323.08 102222.79
322.08 102994.16
321.08 104163.25
320.08 103938.77
319.08 97887.21
318.08 103841.9
317.08 102711.03
316.08 100603.24
315.08 103153.98
314.08 106865.24
313.08 105251.15
312.08 108511.04
311.08 107037.46
310.08 106662.35
309.08 104377.33
308.08 106046.58
307.08 103627.69
306.08 106872.24
305.08 103051.77
304.08 106691.52
303.08 104261.61
302.08 101534.39
301.08 107192.05
300.08 102509.75
299.08 106688.35
298.08 102845.35
297.08 103261.67
296.08 100273.51
295.08 103682.04
294.08 104606.29
293.08 101681.16
292.08 104900.93
291.08 104091.38
290.08 108878.04
289.08 112096.3
288.08 115882.23
287.08 115370.07
286.08 124163.36
285.08 140467.78
284.08 142788.58
283.08 120248.68
282.08 104053.34
281.08 107747.22
280.08 112000.83
279.08 112456.54
278.08 107180.89
277.08 113186.6
276.08 115999.64
275.08 121665.36
274.08 120119.88
273.08 123917.92
272.08 118479.31
271.08 112110.83
270.08 114415.39
269.08 110663.88
268.08 105981.11
267.08 111146.19
266.08 107083.4
265.08 104090.04
264.08 101407.97
263.08 100106.61
262.08 101223.16
261.08 103455.58
260.08 109749.71
259.08 105606.99
258.08 103848.9
257.08 103457.74
256.08 101966.71
255.08 101149.18
254.08 102565.82
253.08 103611.82
252.08 103223.86
251.08 103159.23
250.08 107577.01
249.08 106368.91
248.08 107463.4
247.08 106988.09
246.08 113209.43
245.08 107837.62
244.08 105049.82
243.08 106638.57
242.08 108588.51
241.08 106044.85
240.08 111874.29
239.08 110903.37
238.08 108781.37
237.08 114469.74
236.08 116331.61
235.08 123304.07
234.08 125516.39
233.08 122459.2
232.08 125646.17
231.08 125783.98
230.08 115313.38
229.08 117518.94
228.08 114471.11
227.08 111881.72
226.08 106550.87
225.08 105231.41
224.08 103312.25
223.08 101638.18
222.08 100521.03
221.08 98959.33
220.08 98614.13
219.08 94738.06
218.08 96703.91
217.08 95592.64
216.08 98170.85
215.08 104553.5
214.08 105514.93
213.08 103471.08
212.08 108580.89
211.08 107648.99
210.08 106870.62
209.08 107912.64
208.08 105957.1
207.08 108972.91
206.08 104520.35
205.08 97562.56
204.08 97978.4
203.08 101813.48
202.08 96173.05
201.08 96792.59
200.08 108007.66
199.08 112863.56
198.08 122961.49
197.08 126791.32
196.08 137074.4
195.08 147152.21
194.08 151099.53
193.08 120301.02
192.08 94223.95
191.08 86445.2
190.08 80502.26
189.08 81275.31
188.08 81262.47
187.08 82087.82
186.08 79943.75
185.08 75184.18
184.08 81955.11
183.08 81220.78
182.08 81389.4
181.08 77157.58
180.08 78809.26
179.08 81424.88
178.08 78236.48
177.08 82860.93
176.08 81297.85
175.08 83384.53
174.08 81937.68
173.08 81869.03
172.08 82104.63
171.08 81960.66
170.08 82670.87
169.08 85748.99
168.08 82780.87
167.08 87406.5
166.08 86107.26
165.08 84623.48
164.08 82916.69
163.08 85969.68
162.08 83961.76
161.08 87825.17
160.08 86933.31
159.08 82137.38
158.08 86687.52
157.08 84098.94
156.08 82853.7
155.08 86771.23
154.08 88575.04
153.08 86647.32
152.08 85971.25
151.08 89416.27
150.08 85724.29
149.08 85821.58
148.08 92783.59
147.08 91134.83
146.08 93418.5
145.08 90961.69
144.08 89928.45
143.08 91318.19
142.08 97844.78
141.08 98184.68
140.08 95023.96
139.08 100905.11
138.08 99363.57
137.08 101734.61
136.08 102088.31
135.08 101936.39
134.08 110120.61
133.08 109188.15
132.08 103873.18
131.08 99244.31
130.08 99050.35
129.08 95560.53
128.08 92118.4
127.08 87780.77
126.08 90298.01
125.08 87673.51
124.08 86674.69
123.08 84379.36
122.08 85867.14
121.08 83215.1
120.08 85353.18
119.08 84950.39
118.08 84570.14
117.08 93086.89
116.08 95145
115.08 92486.94
114.08 88475.63
113.08 91604.54
112.08 90351.94
111.08 87830.31
110.08 95647.54
109.08 109070.05
108.08 132178.6
107.08 151393.96
106.08 194861.13
105.08 254052.92
104.08 293613.6
103.08 263530.31
102.08 253854.59
101.08 263553.33
100.08 178219.19
99.08 85556.03
98.08 52972.26
97.08 45758.93
96.08 43546.92
95.08 38378.47
94.08 37711.36
93.08 38421.56
92.08 37554.11
91.08 39276.9
90.08 39032.73
89.08 38688.64
88.08 36143.21
87.08 36771.02
86.08 35055.79
85.08 37263.06
84.08 35906.8
83.08 34742.43
82.08 34143.34
81.08 35932.74
80.08 37431.4
79.08 36511.95
78.08 36584
77.08 35484.2
76.08 36185.6
75.08 37513.34
74.08 39586.18
73.08 38911.91
72.08 43536.08
71.08 41486.31
70.08 38900.89
69.08 41715.6
68.08 39754.4
67.08 41082.75
66.08 42508.43
65.08 44742.94
64.08 50225.53
63.08 56059
62.08 65165.25
61.08 72432.18
60.08 71992.56
59.08 50599.9
58.08 33316.04
57.08 26191.09
56.08 20747.6
55.08 21104.35
54.08 20660.8
53.08 19285.66
52.08 19943.33
51.08 19940.3
50.08 18823.74
49.08 18569.28
48.08 19432.89
47.08 18372.96
46.08 20506.15
45.08 19961.04
44.08 18895.87
43.08 19307.63
42.08 19355.06
41.08 18269.42
40.08 17026.88
39.08 19961.52
38.08 19503.5
37.08 22008.88
36.08 21436.41
35.08 23628.03
34.08 28058.61
33.08 23747.84
32.08 17635.2
31.08 16505.41
30.08 14528.95
29.08 16752.35
28.08 16246.91
27.08 15734.1
26.08 16127.84
25.08 17552.51
24.08 17679.3
23.08 20899.31
22.08 26005.66
21.08 27386.79
20.08 30352.2
19.08 31082.24
18.08 35211.38
17.08 33548.74
16.08 43502.52
15.08 28973.26
14.08 15727.73
13.08 9433.59
12.08 8290.64
11.08 7143.58
10.08 8424.03
9.08 7854.41
8.08 10095.44
7.08 14848.1
6.08 16358.94
5.08 19742.64
4.08 16948.32
3.08 15181.7
2.08 16373.79
1.08 14892
0.08 8066.76
-0.92 1784.59
-1.92 633.28
-2.92 230.26
-3.92 227.03
-4.92 329.45
