Samples4Survey FeSe_0629
1209.08 597286.44
1208.08 603360.52
1207.08 594654.74
1206.08 596542.74
1205.08 598027.47
1204.08 593265.85
1203.08 594857.96
1202.08 597631.92
1201.08 596467.31
1200.08 595597.86
1199.08 600673.04
1198.08 598827.7
1197.08 607341.48
1196.08 601641.98
1195.08 601811.58
1194.08 596056.88
1193.08 605022.07
1192.08 605396.67
1191.08 603452.99
1190.08 602367.91
1189.08 593436.67
1188.08 601935.65
1187.08 601143.11
1186.08 604329.51
1185.08 600378.4
1184.08 603083.83
1183.08 600810.96
1182.08 605807.14
1181.08 605167.27
1180.08 605986.94
1179.08 613653.98
1178.08 602934.82
1177.08 607556.97
1176.08 604216.3
1175.08 611747.46
1174.08 612480.35
1173.08 617246.71
1172.08 611097.31
1171.08 609007.74
1170.08 616444.28
1169.08 609769.88
1168.08 610239.58
1167.08 612223.78
1166.08 614561.72
1165.08 616758.59
1164.08 613572.01
1163.08 615619.37
1162.08 618718.58
1161.08 619942.76
1160.08 621166.7
1159.08 614817.56
1158.08 626479.75
1157.08 621123.97
1156.08 622249.73
1155.08 626070.35
1154.08 622856.22
1153.08 623098.56
1152.08 627399.13
1151.08 626102.61
1150.08 631727.2
1149.08 626243.42
1148.08 629790.9
1147.08 629968.49
1146.08 627706.92
1145.08 631810.08
1144.08 628180.52
1143.08 626105.41
1142.08 625795.89
1141.08 631203.18
1140.08 633987.76
1139.08 638276.5
1138.08 638868.77
1137.08 640331.27
1136.08 644102.58
1135.08 642883.44
1134.08 640310.78
1133.08 646011.7
1132.08 639013.75
1131.08 641463.22
1130.08 649439.45
1129.08 644830.23
1128.08 646981.68
1127.08 643470.56
1126.08 649212.19
1125.08 649283.19
1124.08 647749.87
1123.08 645752.54
1122.08 646553.51
1121.08 650336.22
1120.08 647100.75
1119.08 646355.55
1118.08 650789.33
1117.08 652298.15
1116.08 644686.87
1115.08 651565.87
1114.08 651704.76
1113.08 653058.81
1112.08 662797.17
1111.08 655820.58
1110.08 660589.42
1109.08 663484.4
1108.08 668826.89
1107.08 672503.1
1106.08 678605.69
1105.08 671194.38
1104.08 678162.85
1103.08 666998.5
1102.08 669972.78
1101.08 672604.53
1100.08 669007.99
1099.08 660040.05
1098.08 656934.11
1097.08 655544.2
1096.08 652817.46
1095.08 653783.59
1094.08 654760.52
1093.08 654760.73
1092.08 655956.73
1091.08 654641.92
1090.08 661383.26
1089.08 661452.65
1088.08 656356.63
1087.08 664143.17
1086.08 654884.4
1085.08 661584.13
1084.08 660523.49
1083.08 662853.1
1082.08 665743.6
1081.08 667886.28
1080.08 660753.84
1079.08 667018.1
1078.08 662636.93
1077.08 668975.58
1076.08 673972.26
1075.08 671351.28
1074.08 677369.8
1073.08 684202.06
1072.08 688670.92
1071.08 677430.68
1070.08 679707.89
1069.08 682045.3
1068.08 679940.71
1067.08 682470.12
1066.08 680902.84
1065.08 681153.96
1064.08 683732.35
1063.08 682617.07
1062.08 681206.14
1061.08 679082.98
1060.08 681346.61
1059.08 680671.14
1058.08 688417.81
1057.08 684394.13
1056.08 690361.41
1055.08 691685.97
1054.08 690067.41
1053.08 695033.15
1052.08 697082.89
1051.08 694720.48
1050.08 697085.89
1049.08 690558.02
1048.08 696781.28
1047.08 698921.99
1046.08 702653.88
1045.08 703733.21
1044.08 707290.54
1043.08 707314.75
1042.08 715193.76
1041.08 707885.38
1040.08 711569.35
1039.08 717511.14
1038.08 715084.22
1037.08 719620.75
1036.08 718458.48
1035.08 716996.39
1034.08 721668.51
1033.08 722273.56
1032.08 733167.1
1031.08 724429.31
1030.08 729492.41
1029.08 726904.15
1028.08 732044.73
1027.08 735569.78
1026.08 730129.4
1025.08 735759.29
1024.08 736957.73
1023.08 741015.61
1022.08 747634.87
1021.08 743720.06
1020.08 749774.58
1019.08 753695.28
1018.08 754579.27
1017.08 759303.86
1016.08 753041.97
1015.08 759516.14
1014.08 754507.47
1013.08 763928.54
1012.08 766773.02
1011.08 767367.41
1010.08 774040.91
1009.08 766918.06
1008.08 776398.55
1007.08 776444.89
1006.08 771423.51
1005.08 773793.29
1004.08 782938.03
1003.08 778602.65
1002.08 787040.59
1001.08 790338.22
1000.08 792718.98
999.08 794483.21
998.08 806998.96
997.08 809707.6
996.08 820392.11
995.08 823745.98
994.08 824684.26
993.08 813603.3
992.08 805724.02
991.08 802023.13
990.08 798375.46
989.08 796063.12
988.08 792697.91
987.08 796076.9
986.08 794423.05
985.08 788678.79
984.08 788166.63
983.08 797623.52
982.08 802205.32
981.08 810402.52
980.08 816771.89
979.08 845673.17
978.08 868041.03
977.08 900376.92
976.08 926268.92
975.08 950566.16
974.08 964098.66
973.08 923574.35
972.08 877492.98
971.08 848838.68
970.08 821037.96
969.08 798711.19
968.08 793268.33
967.08 777332.91
966.08 770716.64
965.08 753551.67
964.08 746246.2
963.08 739765.34
962.08 741598.15
961.08 739809.9
960.08 738530.57
959.08 736890.75
958.08 743925.02
957.08 744400.13
956.08 748551.2
955.08 736757.91
954.08 749102.58
953.08 746743.86
952.08 752674.93
951.08 757832.7
950.08 753742.63
949.08 757661.3
948.08 760357.33
947.08 762299.44
946.08 772710.93
945.08 771753.27
944.08 776109.89
943.08 771829.66
942.08 780056.73
941.08 782964.28
940.08 778617.37
939.08 789955.36
938.08 784226.46
937.08 788267.89
936.08 787124.79
935.08 788788.09
934.08 788848.02
933.08 790176.33
932.08 790910.09
931.08 789164.82
930.08 788947.07
929.08 799439.71
928.08 803800.73
927.08 800725.61
926.08 810657.52
925.08 813308.5
924.08 809750.91
923.08 806236.93
922.08 804429.09
921.08 801572.89
920.08 798087.61
919.08 804621.36
918.08 807293.97
917.08 809524.78
916.08 806525.11
915.08 807766.06
914.08 814681.24
913.08 821688.78
912.08 824114.41
911.08 831667.28
910.08 830710.56
909.08 833736.64
908.08 847517.26
907.08 843705.24
906.08 851599.96
905.08 846680.98
904.08 853576.92
903.08 856878.66
902.08 863500.29
901.08 862628.47
900.08 866364
899.08 865723.3
898.08 867037.22
897.08 866046.26
896.08 862165.6
895.08 873184.65
894.08 869173.08
893.08 863623.33
892.08 869456.3
891.08 865021.56
890.08 859018.29
889.08 854623.82
888.08 838190.59
887.08 817771.87
886.08 803010.44
885.08 796508.9
884.08 793410.03
883.08 788686.72
882.08 789218.49
881.08 789007.64
880.08 786574.36
879.08 789247.01
878.08 787005.33
877.08 792762.9
876.08 786551.71
875.08 784304.65
874.08 782432.74
873.08 787549.81
872.08 791262.36
871.08 783100.26
870.08 794942.36
869.08 791868.31
868.08 792132.56
867.08 796854.37
866.08 794523.32
865.08 802397.64
864.08 809326.59
863.08 805578.11
862.08 811684.29
861.08 814812.33
860.08 823007.69
859.08 827423.99
858.08 823155.33
857.08 826979.76
856.08 830655.26
855.08 843521.13
854.08 841317.07
853.08 847617.15
852.08 854128.18
851.08 859436.15
850.08 858369.48
849.08 863461.75
848.08 867258.58
847.08 869975.18
846.08 867947.86
845.08 859578.08
844.08 858558.97
843.08 863502.08
842.08 857619.07
841.08 851939.2
840.08 847232.7
839.08 843245.34
838.08 837050.68
837.08 835848.51
836.08 817614.56
835.08 806321.24
834.08 786455.43
833.08 768234.06
832.08 749788.9
831.08 732601.08
830.08 729953.57
829.08 732478.74
828.08 729841
827.08 723815.46
826.08 718628.48
825.08 720758.24
824.08 713958.98
823.08 718256.51
822.08 715060.88
821.08 720622.07
820.08 716518.98
819.08 715593.73
818.08 715452.83
817.08 709868.2
816.08 722153.89
815.08 721505.84
814.08 723132.66
813.08 725470.55
812.08 727099.56
811.08 726700.58
810.08 722689.78
809.08 733457.01
808.08 729906.21
807.08 735674.58
806.08 736113.4
805.08 735517.9
804.08 736417.45
803.08 736069.79
802.08 741906.67
801.08 738700.98
800.08 745492.4
799.08 741640.65
798.08 747446.92
797.08 748985.49
796.08 753577.75
795.08 759848.04
794.08 764352.39
793.08 770895.91
792.08 780608.96
791.08 787373.26
790.08 795911.36
789.08 807239.29
788.08 816888.55
787.08 822131.55
786.08 827082.85
785.08 826996.92
784.08 816357.57
783.08 825486.61
782.08 821229.31
781.08 808029.61
780.08 788216.65
779.08 781589.03
778.08 770659.75
777.08 762798.09
776.08 763642.75
775.08 760500.14
774.08 760490.06
773.08 758217.61
772.08 767914.47
771.08 765309.99
770.08 762913.43
769.08 763469.45
768.08 757158.83
767.08 756661
766.08 752129.28
765.08 758771.43
764.08 748580.92
763.08 756407.41
762.08 753152.38
761.08 754780.52
760.08 758762.9
759.08 763119.62
758.08 764122.82
757.08 768454.56
756.08 769320.66
755.08 775397.34
754.08 777662.14
753.08 779935.08
752.08 776681.51
751.08 778630.29
750.08 783510.7
749.08 781083.05
748.08 790389.81
747.08 797356.18
746.08 796315.33
745.08 801691.67
744.08 816653.56
743.08 821835.92
742.08 828346.18
741.08 820408.28
740.08 820769.01
739.08 819288.78
738.08 814597.57
737.08 830006.26
736.08 830164.88
735.08 838322.18
734.08 855099.76
733.08 864309.03
732.08 864918.84
731.08 864473.53
730.08 873473.37
729.08 885308.72
728.08 901449.76
727.08 928483.33
726.08 953485.76
725.08 970880.89
724.08 975682.37
723.08 929484
722.08 886520.52
721.08 861851.43
720.08 853457.1
719.08 848072.55
718.08 837470.65
717.08 829599.58
716.08 826387.07
715.08 846581.74
714.08 869966.53
713.08 921875.79
712.08 983008.89
711.08 1015237.68
710.08 946094.56
709.08 783114.38
708.08 677146.5
707.08 639450.52
706.08 612153.25
705.08 597635.02
704.08 597238.14
703.08 595910.07
702.08 584651.35
701.08 587605.23
700.08 590875.77
699.08 590262.31
698.08 592630.43
697.08 594212.25
696.08 600900.45
695.08 591710.33
694.08 597236.81
693.08 601761.11
692.08 601064.44
691.08 602571.41
690.08 600164.09
689.08 599451.1
688.08 604383.33
687.08 606152.82
686.08 604503.54
685.08 606020.43
684.08 608674.83
683.08 609863.26
682.08 606572.07
681.08 610482.97
680.08 613501.9
679.08 611583.95
678.08 612746.49
677.08 615415.19
676.08 617297.83
675.08 618138.66
674.08 620566.94
673.08 618150.15
672.08 614002.13
671.08 616848.07
670.08 617201.15
669.08 621790.42
668.08 620600.5
667.08 623448.05
666.08 630056.65
665.08 623239.27
664.08 628782.04
663.08 630359.7
662.08 627650.56
661.08 629315.28
660.08 626295.96
659.08 638168.85
658.08 633796.27
657.08 635790.29
656.08 639368.21
655.08 642047.76
654.08 639772.86
653.08 642258.17
652.08 642484.8
651.08 645714.3
650.08 644006.99
649.08 644034.94
648.08 648647.57
647.08 644297.14
646.08 643855.45
645.08 646349.15
644.08 647660.68
643.08 648258.44
642.08 653324.75
641.08 653888.3
640.08 652095.12
639.08 659795.92
638.08 654438.03
637.08 650671.78
636.08 655893.79
635.08 651830.92
634.08 659592.55
633.08 659377.58
632.08 663881.09
631.08 659180.4
630.08 661081.74
629.08 662926.71
628.08 666275.49
627.08 666907
626.08 669188.45
625.08 668694.34
624.08 671641.16
623.08 668867.26
622.08 678181.56
621.08 676464.45
620.08 679322.6
619.08 676591.61
618.08 676576.94
617.08 682887.77
616.08 681615
615.08 681669.47
614.08 680601.1
613.08 680749.04
612.08 685894.92
611.08 682864.23
610.08 688613.81
609.08 690620.27
608.08 693712.73
607.08 695454.34
606.08 697054.19
605.08 697233.73
604.08 697662.99
603.08 692891
602.08 696877.81
601.08 697525.4
600.08 699822.69
599.08 702765.85
598.08 702446.96
597.08 704402.47
596.08 705704.34
595.08 704199.53
594.08 709085.26
593.08 710294.28
592.08 709923.27
591.08 713813.21
590.08 715627.96
589.08 718009.53
588.08 718317.93
587.08 717672.47
586.08 723473.8
585.08 717292.04
584.08 716614.88
583.08 721312.82
582.08 726732.4
581.08 726188.28
580.08 732734.58
579.08 737410.73
578.08 732800.97
577.08 738920.82
576.08 736587.07
575.08 732779.92
574.08 726183.66
573.08 733976.15
572.08 737479.86
571.08 736011.22
570.08 734018.09
569.08 737904.41
568.08 743984.61
567.08 749960.82
566.08 755858.85
565.08 772266.27
564.08 772492.68
563.08 757937.24
562.08 759721.12
561.08 750701.19
560.08 746165.77
559.08 750196.91
558.08 747615.64
557.08 750736.66
556.08 748085.77
555.08 750303.37
554.08 744920.57
553.08 746910.74
552.08 744073.51
551.08 744306.15
550.08 751894.16
549.08 753259.6
548.08 745165.77
547.08 738998.99
546.08 733982.44
545.08 732719.31
544.08 734270.44
543.08 730946.91
542.08 722146.05
541.08 721251.6
540.08 712094.34
539.08 704341.96
538.08 695139.42
537.08 701490.86
536.08 711406.19
535.08 717946.93
534.08 739310.51
533.08 815540.06
532.08 1014712.69
531.08 1260198.26
530.08 1476064.23
529.08 1366846.82
528.08 882833.11
527.08 676706.98
526.08 648620.56
525.08 641128.51
524.08 637239.84
523.08 626251.92
522.08 624574.89
521.08 630135.66
520.08 631370.68
519.08 630909.23
518.08 628688.52
517.08 637574.97
516.08 633034.29
515.08 632506.58
514.08 635007.49
513.08 641151.88
512.08 635064.19
511.08 635961.43
510.08 646143.21
509.08 641758.13
508.08 649287.57
507.08 644779.14
506.08 649032.79
505.08 650431.94
504.08 644882
503.08 651558.47
502.08 653706.77
501.08 651846.89
500.08 648828.86
499.08 657571.54
498.08 657719.87
497.08 657352.02
496.08 663453.81
495.08 664668.17
494.08 663716.66
493.08 667084.53
492.08 671689.02
491.08 676876.23
490.08 668320.03
489.08 676843.67
488.08 672148.75
487.08 672815
486.08 671276.33
485.08 672607.83
484.08 668301.87
483.08 677552.14
482.08 677248.92
481.08 680410.52
480.08 683718.3
479.08 687492.05
478.08 696339.34
477.08 694659.55
476.08 691032.49
475.08 694996.72
474.08 699182.26
473.08 708999.83
472.08 711879.06
471.08 706714.06
470.08 694320.19
469.08 680787.01
468.08 673570.21
467.08 673350.63
466.08 689514.69
465.08 722136.43
464.08 768458.75
463.08 741028.95
462.08 701680
461.08 684747.09
460.08 707200.41
459.08 816221.76
458.08 906418.48
457.08 770160.27
456.08 673117.09
455.08 664280.92
454.08 660517.44
453.08 660938.57
452.08 653817.26
451.08 651816.01
450.08 651017.34
449.08 652753.21
448.08 652532.51
447.08 648701.03
446.08 647286.2
445.08 656531.09
444.08 649365.49
443.08 651795.9
442.08 656731.62
441.08 658492.26
440.08 663623.48
439.08 668961.41
438.08 663996.78
437.08 674687.22
436.08 672021.55
435.08 674966.76
434.08 681445.27
433.08 681124.11
432.08 680614.66
431.08 686060.08
430.08 687205.61
429.08 683854.97
428.08 683984.55
427.08 682995.03
426.08 688231.1
425.08 692803.96
424.08 691369.48
423.08 694544.22
422.08 695433.73
421.08 700341.43
420.08 701376.89
419.08 699463.95
418.08 705569.27
417.08 714184.81
416.08 711111.74
415.08 711359.86
414.08 713221.46
413.08 713233.2
412.08 718927.05
411.08 715604.47
410.08 719000.17
409.08 720140.71
408.08 725318.58
407.08 728323.89
406.08 721001.88
405.08 736331.66
404.08 732595.41
403.08 741541.96
402.08 750864.32
401.08 759752.96
400.08 763694.09
399.08 756496.94
398.08 747108.73
397.08 739393.1
396.08 735469.98
395.08 740319.84
394.08 741258.21
393.08 751559.3
392.08 747049.35
391.08 743835.4
390.08 750072.29
389.08 748659.18
388.08 736521.97
387.08 722154.2
386.08 703789.86
385.08 686504.01
384.08 680066.5
383.08 679931.89
382.08 675687.29
381.08 672581.69
380.08 676696.64
379.08 667251.84
378.08 672337.1
377.08 671439.97
376.08 673182.77
375.08 681139.73
374.08 671503.05
373.08 679915.01
372.08 678016.19
371.08 683892.02
370.08 680504.87
369.08 685938.15
368.08 690574.76
367.08 695130.75
366.08 695334.5
365.08 702016.63
364.08 703775.36
363.08 707745.81
362.08 717133.36
361.08 718062.13
360.08 727241.34
359.08 746636.06
358.08 751751.49
357.08 760529.03
356.08 749642.06
355.08 742319.56
354.08 731505.82
353.08 717170.25
352.08 714172.29
351.08 708662.08
350.08 702402.71
349.08 689593.15
348.08 693384.78
347.08 689907.53
346.08 694035.87
345.08 676641.78
344.08 679313.25
343.08 687234.6
342.08 683643.97
341.08 685489.26
340.08 683778.52
339.08 688828.93
338.08 690595.53
337.08 696935.19
336.08 695785.85
335.08 699696.81
334.08 702210.71
333.08 707445.28
332.08 711130.11
331.08 711016.03
330.08 709802.19
329.08 720847.7
328.08 720847.96
327.08 724102.18
326.08 726749.43
325.08 728179.67
324.08 736331.71
323.08 742942.51
322.08 741162.71
321.08 750521.63
320.08 754946.32
319.08 760050.98
318.08 762661.45
317.08 765346.45
316.08 769885.62
315.08 775245.72
314.08 769997.96
313.08 775915.93
312.08 771696.53
311.08 767227.57
310.08 772286.18
309.08 770898.69
308.08 771989.29
307.08 773894.73
306.08 775778.05
305.08 783633.52
304.08 788174.28
303.08 793332.46
302.08 807376.7
301.08 821517.93
300.08 836434.53
299.08 864065.19
298.08 879478.57
297.08 893264.92
296.08 873483.06
295.08 831511.74
294.08 796091.5
293.08 762122.08
292.08 748263.54
291.08 747567.79
290.08 760393.62
289.08 778882.17
288.08 805445.18
287.08 814513.31
286.08 874362.56
285.08 931218.54
284.08 910009.21
283.08 816778.95
282.08 754951.5
281.08 741537.38
280.08 760092.22
279.08 787098.72
278.08 765332.96
277.08 693389.32
276.08 655151.36
275.08 642027.13
274.08 635919.01
273.08 635810.32
272.08 636537.12
271.08 664090.02
270.08 724056.65
269.08 821156.03
268.08 833547.94
267.08 740266.31
266.08 662838.46
265.08 635174.33
264.08 622995.78
263.08 615098.33
262.08 620273.82
261.08 627185.18
260.08 632571.4
259.08 643906.04
258.08 670704.18
257.08 691839.61
256.08 710732.7
255.08 707511.94
254.08 685856.95
253.08 657831
252.08 634519.07
251.08 626664.31
250.08 625828.58
249.08 624925.46
248.08 634015.18
247.08 638823.67
246.08 633350.07
245.08 626664.85
244.08 619828.26
243.08 612283.01
242.08 612671
241.08 607589.88
240.08 604555.48
239.08 604537.99
238.08 604051.8
237.08 613696.53
236.08 616266.54
235.08 616929.96
234.08 626642.04
233.08 639390.18
232.08 661088.58
231.08 694789.76
230.08 717275.57
229.08 696077.79
228.08 663629.34
227.08 641648.76
226.08 632336.5
225.08 637394.07
224.08 635090.11
223.08 641171.05
222.08 640652.86
221.08 646861.49
220.08 646919
219.08 643839.96
218.08 649052.54
217.08 652658.88
216.08 642332.99
215.08 640678.12
214.08 643434.37
213.08 640452.02
212.08 645381.3
211.08 655624.94
210.08 655541.38
209.08 657680.72
208.08 669580.91
207.08 674312.65
206.08 687133.3
205.08 691548.84
204.08 701151.03
203.08 712639.28
202.08 720911.08
201.08 728488.93
200.08 740077.62
199.08 743093.16
198.08 742462.32
197.08 736287.18
196.08 731284.13
195.08 719544.1
194.08 709987.73
193.08 694577.69
192.08 696594.81
191.08 684712.71
190.08 683531.43
189.08 687560.46
188.08 684993.22
187.08 700288.76
186.08 725502
185.08 749213.49
184.08 775895.76
183.08 829302.06
182.08 912920.52
181.08 1053209.55
180.08 1189401.87
179.08 1202330.63
178.08 1064938.69
177.08 890734.81
176.08 787706.7
175.08 750759.15
174.08 684559.59
173.08 595906.95
172.08 517822.04
171.08 472409.74
170.08 460510.69
169.08 474823.34
168.08 502345.2
167.08 528512.43
166.08 527231.77
165.08 495732.95
164.08 480663.9
163.08 509976.72
162.08 592258.54
161.08 629324.8
160.08 546404.76
159.08 454880.8
158.08 395192
157.08 371514.29
156.08 353417.59
155.08 345929.38
154.08 339490.73
153.08 333178.76
152.08 317060.6
151.08 311950.88
150.08 304653.98
149.08 302330.93
148.08 302001.6
147.08 301797.4
146.08 302561.55
145.08 301807.58
144.08 307233.42
143.08 311636
142.08 330792.04
141.08 369021.99
140.08 444495.5
139.08 532889.38
138.08 560376.34
137.08 492737.17
136.08 426697.35
135.08 497024.93
134.08 578185.02
133.08 596876.4
132.08 468555
131.08 235071.69
130.08 179066.95
129.08 165652.09
128.08 160373.09
127.08 160450.53
126.08 154567.14
125.08 152786.92
124.08 154081.17
123.08 149113.66
122.08 152339.91
121.08 154638.11
120.08 154750.23
119.08 160331.39
118.08 165186.33
117.08 170459.64
116.08 178174.24
115.08 179273.71
114.08 176493.79
113.08 171500.77
112.08 165876.31
111.08 160892.55
110.08 160126.74
109.08 155223.98
108.08 157012.4
107.08 155834.47
106.08 155930.3
105.08 155671.54
104.08 159881.24
103.08 161829.3
102.08 172969.59
101.08 177538.35
100.08 172405.01
99.08 168286.16
98.08 168560.75
97.08 167332.94
96.08 169160.05
95.08 176961.12
94.08 181863.55
93.08 182282.58
92.08 175836.01
91.08 166889.77
90.08 158008.39
89.08 154945.23
88.08 154122.26
87.08 152991.49
86.08 151469.02
85.08 156173.86
84.08 158204.99
83.08 156002.41
82.08 158014.03
81.08 162674.11
80.08 164274.54
79.08 166390.81
78.08 171792.33
77.08 177231.2
76.08 181531.69
75.08 179736.31
74.08 181444.85
73.08 175276.6
72.08 172478.09
71.08 162853.22
70.08 157752.46
69.08 151757.62
68.08 146526.28
67.08 144028.24
66.08 146093.27
65.08 144697.04
64.08 149199.3
63.08 150726.67
62.08 157100.17
61.08 156696.71
60.08 160549.52
59.08 164326.41
58.08 182363.63
57.08 238430.65
56.08 378672.36
55.08 434086.36
54.08 281826.66
53.08 148645.19
52.08 90595.47
51.08 71831.77
50.08 71046.02
49.08 65862.74
48.08 61555.75
47.08 55750.98
46.08 53714.55
45.08 55748.7
44.08 54536.93
43.08 53668.22
42.08 53626.1
41.08 52313.72
40.08 54137.7
39.08 61300.61
38.08 83490.98
37.08 107016.47
36.08 96289.01
35.08 65991.93
34.08 50032.55
33.08 44599.71
32.08 41743.94
31.08 40359.59
30.08 40987.51
29.08 40934.06
28.08 40950.27
27.08 42114.59
26.08 45350.82
25.08 50194.22
24.08 57037.26
23.08 60504.68
22.08 70572.7
21.08 80423.94
20.08 91302.39
19.08 109417.12
18.08 94670.18
17.08 54020.35
16.08 36572.46
15.08 32059.48
14.08 30861.8
13.08 32564.46
12.08 29691.23
11.08 26208.13
10.08 24205.33
9.08 24940.18
8.08 30050.74
7.08 41868.13
6.08 52999.4
5.08 52177.66
4.08 47422.69
3.08 45316.82
2.08 34011.1
1.08 17046.5
0.08 5855.47
-0.92 1933.34
-1.92 1221.1
-2.92 997.1
-3.92 547.1
-4.92 597.34
