Samples4Survey LaCo_0212_1
888.08 747399.16
887.08 750896.66
886.08 749148.07
885.08 753941.63
884.08 761240.86
883.08 759335.84
882.08 757871.1
881.08 765927.11
880.08 761358.01
879.08 756403.38
878.08 756132.74
877.08 741150.62
876.08 747861.65
875.08 763145.07
874.08 754745.51
873.08 763790.87
872.08 771293.74
871.08 765922.29
870.08 774588.1
869.08 785245.19
868.08 783146.61
867.08 791319.94
866.08 794549.62
865.08 798650.8
864.08 807850.77
863.08 801873.96
862.08 787219.87
861.08 767053.68
860.08 757722.13
859.08 754680.23
858.08 749253.85
857.08 750498.73
856.08 788378.11
855.08 866100.71
854.08 900725.04
853.08 866288.68
852.08 861547.44
851.08 879461.16
850.08 912795.69
849.08 796936.88
848.08 671764.99
847.08 624041.03
846.08 596246.48
845.08 576758.96
844.08 554022.85
843.08 541812.93
842.08 541855.85
841.08 535382.66
840.08 580334.85
839.08 668531.99
838.08 789660.65
837.08 832165.85
836.08 790209.96
835.08 774204.55
834.08 839807.28
833.08 824324.42
832.08 647301.67
831.08 482309.06
830.08 422577.99
829.08 396558.55
828.08 382421.48
827.08 382177.09
826.08 365976.98
825.08 365361.8
824.08 364418.12
823.08 367346.78
822.08 356732.48
821.08 354516.78
820.08 351127.85
819.08 357594.6
818.08 357448.53
817.08 364160.16
816.08 354528.72
815.08 351764.41
814.08 348943.57
813.08 352063
812.08 354242.94
811.08 349835.01
810.08 349110.46
809.08 339245.59
808.08 354701.03
807.08 348441.06
806.08 359202.22
805.08 350149.19
804.08 351910.77
803.08 358918.43
802.08 350707.37
801.08 346778.99
800.08 339026.58
799.08 343817.83
798.08 355328.43
797.08 385198.13
796.08 401274.2
795.08 406433.77
794.08 385197.87
793.08 347081.27
792.08 337216.49
791.08 333054.79
790.08 337547.33
789.08 325514.12
788.08 327405.64
787.08 323650.27
786.08 321898.95
785.08 325788.66
784.08 333530.27
783.08 361658.61
782.08 395487.11
781.08 450789.44
780.08 486078.68
779.08 441308.43
778.08 334333.96
777.08 289106.75
776.08 274934.7
775.08 269026.95
774.08 259132.7
773.08 255094.95
772.08 248696.53
771.08 247773.72
770.08 245045.07
769.08 232850.69
768.08 217266.24
767.08 207125.53
766.08 198158.72
765.08 194819.99
764.08 197407.95
763.08 195838.25
762.08 200168.11
761.08 201360.81
760.08 199573.56
759.08 201320.47
758.08 202773.2
757.08 194774.32
756.08 194581.04
755.08 183507.11
754.08 180100.43
753.08 169893.74
752.08 176800.06
751.08 167799.13
750.08 170885.34
749.08 171378.96
748.08 169453.36
747.08 176097.38
746.08 170105.88
745.08 175283.63
744.08 170386.65
743.08 170252.93
742.08 162740.45
741.08 170074.72
740.08 165946.24
739.08 164510.51
738.08 166414.02
737.08 168706.86
736.08 164100.76
735.08 160328.18
734.08 159338.64
733.08 162141.46
732.08 157497.58
731.08 162030.49
730.08 161640.88
729.08 156078.99
728.08 159053.43
727.08 163154.79
726.08 164926.4
725.08 161422.86
724.08 158984.02
723.08 160562.2
722.08 167695.14
721.08 175347.75
720.08 176067.27
719.08 183363
718.08 187571.71
717.08 191052.47
716.08 190746.67
715.08 188171.27
714.08 189402.72
713.08 190141.86
712.08 191099.12
711.08 186454.79
710.08 179336.07
709.08 171448.02
708.08 154868.86
707.08 147170.14
706.08 143146.64
705.08 144704.58
704.08 144137.81
703.08 144455.23
702.08 148417.95
701.08 146183.33
700.08 141445.45
699.08 146365.29
698.08 143479.5
697.08 143816.79
696.08 136196.23
695.08 136038.06
694.08 127286.8
693.08 134195.42
692.08 126989.98
691.08 124769.78
690.08 124319.6
689.08 130406.14
688.08 128219.39
687.08 125270.45
686.08 127114.22
685.08 126307.1
684.08 129786.69
683.08 132886.77
682.08 126073.94
681.08 132492.3
680.08 125677.53
679.08 127258.73
678.08 125177.36
677.08 129386.1
676.08 128690.72
675.08 134739.37
674.08 125948.28
673.08 127237.64
672.08 129092.69
671.08 134877.34
670.08 128706.87
669.08 126002.56
668.08 125206.05
667.08 128409.76
666.08 127674.89
665.08 127417.55
664.08 127603.99
663.08 129531.86
662.08 126237.73
661.08 131577.53
660.08 133013.42
659.08 130667.06
658.08 125497.67
657.08 130677.79
656.08 127651.84
655.08 126359
654.08 131203.79
653.08 125876.81
652.08 127140.3
651.08 126479.12
650.08 130264.77
649.08 132158.08
648.08 133621.24
647.08 131709.44
646.08 133199.44
645.08 127454.58
644.08 130916.78
643.08 134340.73
642.08 130417.32
641.08 132236.46
640.08 134051.32
639.08 130236.02
638.08 135725.68
637.08 129586.33
636.08 132549.4
635.08 134517.45
634.08 134106.61
633.08 134184.98
632.08 131216.13
631.08 130377.62
630.08 135328.73
629.08 132854.42
628.08 128688.49
627.08 128447.97
626.08 135011.09
625.08 135594.18
624.08 132101.34
623.08 132931.25
622.08 133315.94
621.08 129611.61
620.08 135077.77
619.08 137865.57
618.08 134998.42
617.08 135964.07
616.08 133953.54
615.08 133493.92
614.08 137505.78
613.08 138301.49
612.08 136004.75
611.08 130202.5
610.08 138174.87
609.08 135051.28
608.08 135434.99
607.08 135983.69
606.08 135338
605.08 134609.89
604.08 138915.42
603.08 136346.87
602.08 139518.65
601.08 143306.18
600.08 140397.72
599.08 137317.74
598.08 137755.55
597.08 135127.27
596.08 136798.13
595.08 137467.45
594.08 135429.53
593.08 139277.85
592.08 143706.5
591.08 136353.04
590.08 138199.19
589.08 136381.54
588.08 142155.71
587.08 143385.29
586.08 144356.07
585.08 138795.67
584.08 140539.67
583.08 140116
582.08 139694.65
581.08 143645.02
580.08 143242.63
579.08 142247.6
578.08 139227.71
577.08 143242.34
576.08 142272.87
575.08 142346.8
574.08 148222.84
573.08 142249.65
572.08 142537.76
571.08 140654.83
570.08 143862.39
569.08 140970
568.08 147719.78
567.08 150266.91
566.08 138946.7
565.08 144468.32
564.08 143380.92
563.08 146932.46
562.08 147681.83
561.08 151104.89
560.08 151213.65
559.08 154039.05
558.08 151460.74
557.08 155020.99
556.08 146752.67
555.08 147017.95
554.08 142169.03
553.08 145315.89
552.08 137819.82
551.08 141867.26
550.08 138918.24
549.08 138197.51
548.08 142585.46
547.08 139253.64
546.08 142484.33
545.08 135857.44
544.08 136446.34
543.08 137394.8
542.08 133977.02
541.08 132237
540.08 127848.64
539.08 121402.61
538.08 118906.1
537.08 119161.57
536.08 116079.76
535.08 117769.65
534.08 131783.65
533.08 163059.95
532.08 201996.25
531.08 254294.85
530.08 358848.32
529.08 447637.27
528.08 316668.87
527.08 138521.4
526.08 100542.07
525.08 91589.36
524.08 87230.84
523.08 91040
522.08 87130.82
521.08 85423.73
520.08 89335.51
519.08 85667.52
518.08 85422.8
517.08 85842.46
516.08 88488.7
515.08 87278.24
514.08 82830.22
513.08 87411.31
512.08 89699.33
511.08 91179.1
510.08 91526.4
509.08 90611.29
508.08 86584.07
507.08 86449.81
506.08 88149.49
505.08 85341.45
504.08 88274.63
503.08 88511.32
502.08 88250.14
501.08 85828.62
500.08 89729.88
499.08 92498.49
498.08 89341.55
497.08 93836.81
496.08 89325.7
495.08 92672.06
494.08 84414.55
493.08 87480.27
492.08 83436.94
491.08 84400.31
490.08 85804.87
489.08 89967.95
488.08 82406.04
487.08 90621.89
486.08 86224.26
485.08 85250.62
484.08 86078.31
483.08 85632.13
482.08 85447.2
481.08 88212.82
480.08 88011.38
479.08 82529.86
478.08 87588.67
477.08 84571.84
476.08 89728.68
475.08 85437.36
474.08 89683.95
473.08 84036.06
472.08 86016.88
471.08 83893.42
470.08 86957.46
469.08 83652.26
468.08 85333.66
467.08 90144.42
466.08 91876.57
465.08 87583.05
464.08 85222.71
463.08 90863.53
462.08 88153.5
461.08 89688.09
460.08 88184.4
459.08 86792.8
458.08 89843.41
457.08 88224.3
456.08 87204.31
455.08 85554.25
454.08 90045.56
453.08 87125.96
452.08 88240.48
451.08 89598.68
450.08 88295.05
449.08 89707.79
448.08 87536.58
447.08 88004.06
446.08 89954.01
445.08 93200.19
444.08 89013.61
443.08 88300.62
442.08 90808.78
441.08 90429.85
440.08 88955.94
439.08 89351.38
438.08 91130.25
437.08 94757.63
436.08 92046.64
435.08 92159.04
434.08 90052.01
433.08 91500.03
432.08 87757.9
431.08 89412.46
430.08 94907.2
429.08 89264.41
428.08 93654.52
427.08 92900.16
426.08 92115.76
425.08 89452.9
424.08 92805.38
423.08 93713.75
422.08 94125.45
421.08 94374.7
420.08 93095.63
419.08 93586.17
418.08 95216.57
417.08 94182.28
416.08 97281.36
415.08 97060.86
414.08 97018.02
413.08 90491.98
412.08 93753.6
411.08 93552.99
410.08 92701.39
409.08 93225.19
408.08 94788.26
407.08 96758.6
406.08 90903.48
405.08 96376.15
404.08 97523.79
403.08 97758.96
402.08 89781.63
401.08 96965.56
400.08 96917.83
399.08 102222.61
398.08 103462.24
397.08 101404.97
396.08 98298.04
395.08 95498.9
394.08 95729.62
393.08 91362.8
392.08 86920.25
391.08 89798.1
390.08 93834.59
389.08 90776.56
388.08 83219.04
387.08 90197.45
386.08 91585.16
385.08 91964.16
384.08 90578.86
383.08 91023.98
382.08 92324.06
381.08 93200.42
380.08 89972.17
379.08 93032.07
378.08 90475.22
377.08 92148.6
376.08 90031.67
375.08 91307.16
374.08 94827.16
373.08 89815.55
372.08 93974.71
371.08 92641.85
370.08 96624.78
369.08 98139.39
368.08 92184.03
367.08 90951.07
366.08 94216.26
365.08 97222.54
364.08 92906.94
363.08 94863.98
362.08 95067.08
361.08 93804.4
360.08 95156.52
359.08 91348.87
358.08 96988.28
357.08 96611.29
356.08 94593.27
355.08 96111.1
354.08 92101.84
353.08 92969.73
352.08 95758.05
351.08 93235.76
350.08 91922.9
349.08 95433.97
348.08 98420.64
347.08 98412.26
346.08 96046.92
345.08 96671.76
344.08 93283.81
343.08 95953.65
342.08 94473.85
341.08 99102.8
340.08 95201.58
339.08 96650.36
338.08 96330.44
337.08 100586.21
336.08 97945.9
335.08 98003.05
334.08 100977.6
333.08 97876.88
332.08 97934.34
331.08 96784.48
330.08 101171.86
329.08 102288.91
328.08 100469.03
327.08 101685.5
326.08 102544.02
325.08 102731.32
324.08 101008.73
323.08 102918.04
322.08 100071.12
321.08 100388.85
320.08 102812.36
319.08 101411.71
318.08 98620.32
317.08 105701.41
316.08 104227.75
315.08 100966.73
314.08 103154.86
313.08 103595.12
312.08 102744.06
311.08 102306.5
310.08 100648.49
309.08 103498.04
308.08 106163.76
307.08 102975.65
306.08 105641.92
305.08 105982.99
304.08 103456.53
303.08 108057.68
302.08 103299.37
301.08 103663.3
300.08 102841.06
299.08 108038.66
298.08 102090.4
297.08 101721.26
296.08 103947.62
295.08 105550.57
294.08 104913.79
293.08 101616.57
292.08 102670.29
291.08 103929.23
290.08 104530.6
289.08 110651.43
288.08 117037.17
287.08 120684.59
286.08 133125.98
285.08 165910.63
284.08 160736.61
283.08 118712.09
282.08 108280.24
281.08 106509.24
280.08 108965.44
279.08 112698.83
278.08 112478.73
277.08 116841.24
276.08 115777.49
275.08 118037.24
274.08 122220.92
273.08 118160.71
272.08 113086.75
271.08 111054.09
270.08 105840.6
269.08 104911.88
268.08 108602.1
267.08 103601.43
266.08 105820
265.08 104617.32
264.08 101766.4
263.08 102262.06
262.08 101156.39
261.08 103022.33
260.08 103671.88
259.08 103636.62
258.08 106832.65
257.08 105863.39
256.08 102032.87
255.08 105287.52
254.08 102643
253.08 100686.17
252.08 105168.72
251.08 103179.63
250.08 104724.26
249.08 105694.63
248.08 105976.1
247.08 105206.76
246.08 106334.54
245.08 107919.06
244.08 99193.78
243.08 103361.49
242.08 105840.91
241.08 102843.9
240.08 109763.89
239.08 105155.27
238.08 108367.99
237.08 111282
236.08 118331.92
235.08 123515.28
234.08 119657.6
233.08 128382.49
232.08 130147.63
231.08 119745.08
230.08 108975.41
229.08 108923.41
228.08 106167.38
227.08 104304.86
226.08 104314.99
225.08 102242.58
224.08 101372.36
223.08 98501.84
222.08 102234.3
221.08 97252.09
220.08 99977.82
219.08 96990.81
218.08 95084.08
217.08 95020.15
216.08 97130.34
215.08 97159.98
214.08 103019.95
213.08 105609.01
212.08 105471.16
211.08 102941.58
210.08 104282.47
209.08 104412.27
208.08 103398.55
207.08 105641.57
206.08 97565.97
205.08 99497.13
204.08 97677.91
203.08 96698.78
202.08 97863.46
201.08 99967.01
200.08 101657.99
199.08 112716.82
198.08 115674.28
197.08 122624.78
196.08 134206.29
195.08 146783
194.08 138506.29
193.08 110434.85
192.08 93104.16
191.08 81887.67
190.08 76600.46
189.08 75530.47
188.08 77167.68
187.08 79243.53
186.08 75310.72
185.08 78482.49
184.08 78369.73
183.08 75612.49
182.08 79879.52
181.08 77390.46
180.08 79856.53
179.08 79364.92
178.08 78852.27
177.08 79529.47
176.08 76074.09
175.08 78188.83
174.08 76737.06
173.08 76560.88
172.08 79167.17
171.08 80915.13
170.08 78158.72
169.08 79532.97
168.08 80526.35
167.08 80413.16
166.08 81460.58
165.08 78616.62
164.08 80166.05
163.08 78651.59
162.08 82005
161.08 80294.67
160.08 80901.52
159.08 84386.19
158.08 85871.75
157.08 82165.08
156.08 82265.38
155.08 83130.4
154.08 83642.77
153.08 83553.56
152.08 78268.94
151.08 85326.2
150.08 84849.8
149.08 88959.54
148.08 86507.19
147.08 85870.75
146.08 86738.12
145.08 89804.17
144.08 89658.38
143.08 91425.79
142.08 88507.84
141.08 89218.59
140.08 95588.55
139.08 89708.75
138.08 93265.27
137.08 99428.31
136.08 98338.02
135.08 99317.93
134.08 101342.41
133.08 102557.69
132.08 98253.67
131.08 92937.14
130.08 91472.31
129.08 91706.55
128.08 86979.16
127.08 81439.06
126.08 87516.81
125.08 82640.16
124.08 81878.93
123.08 83389.58
122.08 76655.8
121.08 82945.42
120.08 76939.27
119.08 83524.9
118.08 81072.45
117.08 83789.18
116.08 83792.21
115.08 87578.2
114.08 82724.12
113.08 83204.04
112.08 78783.26
111.08 81419.32
110.08 89652.25
109.08 104585.56
108.08 121814.78
107.08 147791.66
106.08 185362.75
105.08 230865.27
104.08 260910.69
103.08 233593.63
102.08 233712.26
101.08 222282.93
100.08 140509.19
99.08 68584.05
98.08 48535.37
97.08 40193.17
96.08 38611.89
95.08 34763.01
94.08 34955.92
93.08 35973.85
92.08 32399.64
91.08 35404.71
90.08 34140.32
89.08 34840.57
88.08 35241.95
87.08 33967.78
86.08 32561.61
85.08 33209.67
84.08 34314.9
83.08 34677.02
82.08 34461.7
81.08 33026.97
80.08 33236.81
79.08 34083.11
78.08 34463.49
77.08 33818.67
76.08 33959.89
75.08 34512.29
74.08 35905.67
73.08 38112.17
72.08 38740.69
71.08 39481.47
70.08 37852.04
69.08 34244.94
68.08 34772
67.08 34766.43
66.08 38813.25
65.08 39140.87
64.08 44941.18
63.08 52978.42
62.08 58317.71
61.08 65173.04
60.08 61104.06
59.08 42199.51
58.08 28631.78
57.08 23957.87
56.08 21134.4
55.08 19756.59
54.08 16665.58
53.08 19003.18
52.08 19729.32
51.08 19116.72
50.08 19008.44
49.08 18415.07
48.08 18121.23
47.08 20023.6
46.08 19284.73
45.08 17669.87
44.08 17978.36
43.08 18345.6
42.08 19145.25
41.08 19474.12
40.08 20221.93
39.08 19123.24
38.08 18848.8
37.08 22105.2
36.08 22110.64
35.08 25338.94
34.08 24836.04
33.08 21363.5
32.08 15594.22
31.08 12227.07
30.08 13908.8
29.08 14512.69
28.08 14051.01
27.08 13867.42
26.08 16086.47
25.08 14383.43
24.08 15129.68
23.08 16731.05
22.08 25185.89
21.08 25746.05
20.08 28240.57
19.08 29044.45
18.08 34592.58
17.08 36068.29
16.08 35448.11
15.08 20616.75
14.08 10984.11
13.08 8067.11
12.08 6102.59
11.08 6983.96
10.08 6869.43
9.08 7446.16
8.08 8546.55
7.08 12019.21
6.08 15860.48
5.08 15650.47
4.08 14218.61
3.08 14699.18
2.08 14486.58
1.08 13769.96
0.08 6024.09
-0.92 1648.81
-1.92 818.48
-2.92 492.6
-3.92 389.3
-4.92 481.13
