Samples4Survey LaCo_0212_2
1050.08 711551.26
1049.08 717184.22
1048.08 710784.9
1047.08 722771.23
1046.08 724388.46
1045.08 723964.26
1044.08 724507.57
1043.08 719694.42
1042.08 725647.26
1041.08 726296.89
1040.08 725497.65
1039.08 731369.31
1038.08 738670.62
1037.08 738679.81
1036.08 741358.73
1035.08 742700.77
1034.08 759460.81
1033.08 755058.31
1032.08 745700.68
1031.08 744321.92
1030.08 736445.52
1029.08 736861.56
1028.08 744612.58
1027.08 735565.63
1026.08 731861.92
1025.08 734175.07
1024.08 741816.88
1023.08 735682.95
1022.08 736299.02
1021.08 738343.58
1020.08 730366
1019.08 735271.31
1018.08 737089.14
1017.08 747059.8
1016.08 733788.93
1015.08 745004.33
1014.08 726189.25
1013.08 732943.36
1012.08 742142.41
1011.08 742814.77
1010.08 740565.17
1009.08 738263.81
1008.08 745235.46
1007.08 738970.89
1006.08 738199.35
1005.08 742859.88
1004.08 750218.95
1003.08 753861.36
1002.08 750796.52
1001.08 757640.97
1000.08 760493.43
999.08 751756.7
998.08 767779.35
997.08 761415.21
996.08 765016.73
995.08 771607.97
994.08 779831.55
993.08 769382.98
992.08 766757.74
991.08 765869.2
990.08 764509.29
989.08 756183.45
988.08 749915.2
987.08 755060.88
986.08 757747.79
985.08 747746.15
984.08 754456.85
983.08 752994.19
982.08 758880.2
981.08 756253.38
980.08 753830.28
979.08 754332.45
978.08 775385.81
977.08 774117.42
976.08 779055.12
975.08 797407.68
974.08 812493.26
973.08 824071.57
972.08 810572.86
971.08 796011.9
970.08 771022.35
969.08 758745.96
968.08 754958.08
967.08 746388.68
966.08 750931.06
965.08 730297.73
964.08 729210.17
963.08 734609.65
962.08 727626.77
961.08 725522.64
960.08 723702.09
959.08 708701.55
958.08 717592.77
957.08 726933.18
956.08 708674.4
955.08 721324.26
954.08 725504.04
953.08 714268.63
952.08 722787.27
951.08 715784.02
950.08 719892.03
949.08 708957.7
948.08 709490.62
947.08 704990.93
946.08 707968.11
945.08 701982.13
944.08 701293.87
943.08 708834.36
942.08 713400.76
941.08 709921.42
940.08 705879.73
939.08 702272.54
938.08 711960.16
937.08 705254.11
936.08 702454.19
935.08 704317.96
934.08 702143.52
933.08 699137.86
932.08 712334.7
931.08 707796.05
930.08 709041.49
929.08 709411.85
928.08 725533.81
927.08 719908.78
926.08 719170.06
925.08 714342.36
924.08 715005.89
923.08 723009.24
922.08 713465.32
921.08 704674.14
920.08 706254.25
919.08 711464.56
918.08 718648.5
917.08 715598.39
916.08 711991.21
915.08 713620.11
914.08 720336.99
913.08 713479.09
912.08 710899.3
911.08 726333.35
910.08 721006.76
909.08 728561.75
908.08 732138.39
907.08 720900.31
906.08 733677.39
905.08 735228.86
904.08 734110.5
903.08 734328.55
902.08 744269.93
901.08 740535.29
900.08 740180.19
899.08 748139.35
898.08 744989.01
897.08 744847.03
896.08 753810
895.08 753587.87
894.08 755919.66
893.08 748021.43
892.08 759450.04
891.08 760001.83
890.08 762666.28
889.08 767917.91
888.08 766699.79
887.08 769669.46
886.08 769861.3
885.08 775035.56
884.08 776376.68
883.08 778865.64
882.08 774063.57
881.08 785201.77
880.08 777471.12
879.08 769158.88
878.08 767802.86
877.08 760131.1
876.08 766920.66
875.08 775207.11
874.08 764117.13
873.08 766943.52
872.08 770413.42
871.08 774781.66
870.08 788009.54
869.08 793673.4
868.08 804186.18
867.08 802348.62
866.08 815971.92
865.08 810646.39
864.08 813276.62
863.08 816123.22
862.08 797409.46
861.08 780056.15
860.08 756768.9
859.08 750232.66
858.08 751144.34
857.08 768519.92
856.08 821391.12
855.08 887193.05
854.08 896394.29
853.08 864241.7
852.08 881564.84
851.08 911697.37
850.08 906816.78
849.08 783697.44
848.08 657594.44
847.08 604220.15
846.08 582217.77
845.08 555196.35
844.08 529995.27
843.08 511766.71
842.08 509255.48
841.08 508440.43
840.08 557723.49
839.08 667892.86
838.08 803120.39
837.08 828160.99
836.08 773617.58
835.08 775211.11
834.08 849462.39
833.08 792552.9
832.08 597899.32
831.08 439480.3
830.08 375555.29
829.08 361632.63
828.08 347038.31
827.08 345626.84
826.08 334222.6
825.08 328156.15
824.08 331864.08
823.08 327119.05
822.08 325419.35
821.08 324532.75
820.08 321689.66
819.08 325881.51
818.08 326133.64
817.08 328466.81
816.08 317639.82
815.08 319584.73
814.08 314805.21
813.08 315877.28
812.08 318914.3
811.08 313173.64
810.08 316860.28
809.08 323243.7
808.08 319668.23
807.08 320549.69
806.08 321167.4
805.08 314915.62
804.08 321077.06
803.08 318162.59
802.08 309971.99
801.08 298886.97
800.08 312835.97
799.08 315205.12
798.08 325242.12
797.08 339664.59
796.08 361691.42
795.08 361737.23
794.08 336309.9
793.08 309039.67
792.08 294437.66
791.08 296077.35
790.08 300384.2
789.08 295952.07
788.08 288625.75
787.08 280260.81
786.08 277346.75
785.08 283048.64
784.08 297499.37
783.08 312167.44
782.08 337933.83
781.08 385247.38
780.08 409527.79
779.08 363981.27
778.08 288873.91
777.08 256512.45
776.08 252369.25
775.08 248246.97
774.08 244547.91
773.08 241270.33
772.08 232585.75
771.08 228436.04
770.08 221364.3
769.08 214984.22
768.08 204775.1
767.08 198174.96
766.08 192983.38
765.08 195762.32
764.08 193542.35
763.08 195663.07
762.08 197240.57
761.08 195767.08
760.08 198713.78
759.08 200753.93
758.08 197508.62
757.08 193997.29
756.08 191972.58
755.08 178919.37
754.08 174672.25
753.08 170394.38
752.08 170609.41
751.08 166065.71
750.08 166686.25
749.08 165722.62
748.08 175111.25
747.08 169358.81
746.08 171922.99
745.08 167623.23
744.08 168827.79
743.08 166044.66
742.08 172458.82
741.08 166398.16
740.08 163392.02
739.08 161493
738.08 162680.21
737.08 162171.28
736.08 159533.5
735.08 155820.76
734.08 153979.84
733.08 153818.79
732.08 155660.31
731.08 154667.1
730.08 155970.22
729.08 156193.26
728.08 157616.32
727.08 156811.24
726.08 157289.3
725.08 154830.32
724.08 158905.56
723.08 155927.45
722.08 155758.04
721.08 164138.19
720.08 163032.87
719.08 167433.57
718.08 175400.17
717.08 166630.19
716.08 177614.42
715.08 178485.9
714.08 175128.18
713.08 171807.11
712.08 165945.24
711.08 166534.83
710.08 166547.97
709.08 154946.28
708.08 146381.55
707.08 142918.56
706.08 138063.31
705.08 139215.91
704.08 136037.94
703.08 133786.01
702.08 137447.29
701.08 140037.58
700.08 139722.49
699.08 133181.99
698.08 133619.05
697.08 139366.71
696.08 137270.12
695.08 132537.73
694.08 129860.77
693.08 123585.34
692.08 125042.68
691.08 126565.52
690.08 129246.69
689.08 123552.88
688.08 123509.46
687.08 122550.55
686.08 128436.1
685.08 125914.52
684.08 131012.95
683.08 129360.65
682.08 127716.43
681.08 126217.99
680.08 125647.07
679.08 125393.26
678.08 127943.8
677.08 130100.12
676.08 133538.42
675.08 132913.23
674.08 131342.25
673.08 126406.74
672.08 132641.28
671.08 132752.72
670.08 131613.28
669.08 132903.49
668.08 131731.55
667.08 135044.22
666.08 134716.33
665.08 137997.52
664.08 131404.87
663.08 135794.5
662.08 132748.71
661.08 132519.74
660.08 132446.05
659.08 134077.2
658.08 130600.48
657.08 137086.15
656.08 130544.45
655.08 134281.68
654.08 136643.45
653.08 135652.21
652.08 134268.38
651.08 135706
650.08 136505.26
649.08 133027.46
648.08 134623.06
647.08 133972.47
646.08 135127.51
645.08 131673.17
644.08 131348.8
643.08 128193.52
642.08 129546.41
641.08 135761.8
640.08 134983.71
639.08 129931.51
638.08 127949.33
637.08 131636.03
636.08 131156.6
635.08 134714.45
634.08 132483.89
633.08 132928.43
632.08 137018.7
631.08 138079.92
630.08 132351.48
629.08 135960.08
628.08 137706.22
627.08 134443.61
626.08 135893.22
625.08 133935.39
624.08 134502.22
623.08 136186.58
622.08 135758.43
621.08 135402.47
620.08 134210.37
619.08 136747
618.08 132805.37
617.08 136511.05
616.08 140175.48
615.08 138679.5
614.08 132633.12
613.08 135952.39
612.08 141298.17
611.08 139651.23
610.08 138672.49
609.08 138464.88
608.08 137987.37
607.08 136243.65
606.08 139557.94
605.08 134286.94
604.08 138476.26
603.08 137574.27
602.08 142904.66
601.08 136279.2
600.08 142288.38
599.08 141263.43
598.08 138423.74
597.08 144973.43
596.08 140170.68
595.08 143832.23
594.08 138953.95
593.08 136897.41
592.08 143033.78
591.08 140917.4
590.08 145866.65
589.08 140999.59
588.08 142361.73
587.08 143603.77
586.08 139401.19
585.08 137836.45
584.08 143541.7
583.08 141032.24
582.08 142286.19
581.08 143617.88
580.08 145694.01
579.08 144185.71
578.08 139764.87
577.08 145410.74
576.08 146212.16
575.08 146662.64
574.08 146829.43
573.08 142406.71
572.08 144770.97
571.08 152807.64
570.08 144875.37
569.08 144749.76
568.08 141285.77
567.08 148357.04
566.08 152378.71
565.08 151412.15
564.08 146193.28
563.08 152817.21
562.08 150564.03
561.08 155910.54
560.08 155450.7
559.08 153108.25
558.08 152892.61
557.08 151894.6
556.08 152698.66
555.08 152572.87
554.08 148202.38
553.08 143674.3
552.08 147074.28
551.08 140658.39
550.08 143638.41
549.08 144360.05
548.08 142561.88
547.08 146950.95
546.08 141843.23
545.08 144090.84
544.08 139518.24
543.08 137796.96
542.08 135488.94
541.08 128793.84
540.08 126118.13
539.08 121247.91
538.08 117254.54
537.08 115534.17
536.08 113199.67
535.08 123602.2
534.08 129733.71
533.08 158517.91
532.08 193504.3
531.08 258158.91
530.08 358065.34
529.08 442799.8
528.08 287853.6
527.08 128929.38
526.08 102734.22
525.08 94587.42
524.08 95468.33
523.08 91270.01
522.08 91867.37
521.08 91470.77
520.08 88545.26
519.08 91922.54
518.08 89385.09
517.08 88037.22
516.08 90320.1
515.08 87250.87
514.08 86670.64
513.08 90732.93
512.08 93441.91
511.08 90984.05
510.08 90067.07
509.08 94094.81
508.08 92545.02
507.08 91169.64
506.08 89812.78
505.08 86572.96
504.08 89512.91
503.08 89711.86
502.08 87724.87
501.08 88137.2
500.08 88659.49
499.08 91295.33
498.08 88325.25
497.08 96530.56
496.08 90473.78
495.08 90708.94
494.08 91215.5
493.08 92268.29
492.08 88867.48
491.08 91814.32
490.08 88473.65
489.08 86518.49
488.08 90975.83
487.08 93102.12
486.08 90282.29
485.08 94366.22
484.08 89586.33
483.08 90286.45
482.08 92805.92
481.08 89752.37
480.08 90808.73
479.08 87357.67
478.08 90217.32
477.08 88910.57
476.08 88602.06
475.08 90843.36
474.08 91934.14
473.08 92340.21
472.08 91975.8
471.08 92759.9
470.08 90800.06
469.08 90536.34
468.08 89019.49
467.08 91686.21
466.08 92235.13
465.08 87301.19
464.08 89340.1
463.08 89089.85
462.08 91404.12
461.08 88888.34
460.08 88510.95
459.08 94863.88
458.08 93960.61
457.08 93478.89
456.08 91093.36
455.08 93507.77
454.08 92839.43
453.08 92878.21
452.08 90647.49
451.08 90075.13
450.08 96388.05
449.08 91615.21
448.08 88393.28
447.08 93417.09
446.08 93057.89
445.08 91994.79
444.08 91924.5
443.08 94799.48
442.08 92526.79
441.08 93635.53
440.08 97484.71
439.08 98381.32
438.08 95203.72
437.08 96905.99
436.08 93881.71
435.08 91757.15
434.08 95511.64
433.08 96763.38
432.08 94610.54
431.08 94744.29
430.08 99951.56
429.08 98277.1
428.08 94143.54
427.08 100322.72
426.08 98807.73
425.08 95089.35
424.08 97330.97
423.08 96894.29
422.08 96679.98
421.08 97389.39
420.08 96281.07
419.08 101256.71
418.08 98999.87
417.08 98146.96
416.08 102453.2
415.08 103245.09
414.08 100992.47
413.08 97063.29
412.08 95825.13
411.08 98467.24
410.08 96498.48
409.08 98255.45
408.08 93966.9
407.08 96667.01
406.08 96455.4
405.08 98554.46
404.08 98338.35
403.08 92917.71
402.08 96575.22
401.08 97595.99
400.08 105599.14
399.08 108923.17
398.08 109088.74
397.08 107583.57
396.08 97965.6
395.08 97651.05
394.08 96316.68
393.08 94431.14
392.08 100248.54
391.08 98092.43
390.08 99555.04
389.08 94026.56
388.08 96564.07
387.08 94875.13
386.08 93659.65
385.08 101278.21
384.08 96675.44
383.08 96592.7
382.08 94809.25
381.08 97728.23
380.08 95893.98
379.08 97519.83
378.08 97029.35
377.08 95010.47
376.08 92922.32
375.08 98120.54
374.08 96538.73
373.08 98325.87
372.08 97399.44
371.08 97671.74
370.08 98910.48
369.08 99572.76
368.08 98328.65
367.08 99768.49
366.08 97984.25
365.08 98766.47
364.08 97446.19
363.08 101360.8
362.08 95061.82
361.08 94459.23
360.08 98536.07
359.08 98178.48
358.08 98636.12
357.08 99152.6
356.08 99508.03
355.08 96039.8
354.08 99743.74
353.08 97523.23
352.08 102982.01
351.08 99421.86
350.08 99083.74
349.08 99238.85
348.08 103368.65
347.08 98761.67
346.08 101332.8
345.08 100509.05
344.08 104196.35
343.08 98575.97
342.08 103295.25
341.08 101233.84
340.08 101347.2
339.08 107767.44
338.08 107801.4
337.08 103301.68
336.08 101940.5
335.08 108591.17
334.08 104681.53
333.08 104441.11
332.08 101117.16
331.08 107440.43
330.08 106865.01
329.08 99761.23
328.08 104659.93
327.08 104929.03
326.08 104121.73
325.08 104799.41
324.08 104406.13
323.08 100965.94
322.08 103961.98
321.08 108088.92
320.08 106424.17
319.08 108307.41
318.08 104695.15
317.08 103153.72
316.08 106693.97
315.08 105544.27
314.08 107836.91
313.08 105534.99
312.08 106246.98
311.08 107448.66
310.08 109941.7
309.08 110798.51
308.08 104190.76
307.08 111454.15
306.08 117852.85
305.08 109202.89
304.08 112577.23
303.08 108430.73
302.08 109440.09
301.08 109299.35
300.08 108515.21
299.08 110059.82
298.08 108699.31
297.08 106043.53
296.08 107704.53
295.08 110890.57
294.08 108989.42
293.08 104188.28
292.08 111477.45
291.08 108259.36
290.08 115477.3
289.08 115454.53
288.08 119412.31
287.08 124039.63
286.08 146045.72
285.08 187161.98
284.08 164553.42
283.08 126603.93
282.08 112713.55
281.08 110415.26
280.08 116570.23
279.08 119340.63
278.08 116555.81
277.08 119507.13
276.08 121556.43
275.08 124154.37
274.08 125757.42
273.08 124133.65
272.08 118102.44
271.08 114528.35
270.08 112408.45
269.08 109952.74
268.08 111376.34
267.08 106477.53
266.08 113476.68
265.08 108234.26
264.08 108681.76
263.08 109194.3
262.08 107980.39
261.08 107433.64
260.08 110864.27
259.08 107438.48
258.08 107914.61
257.08 108688.85
256.08 106415.64
255.08 104284.28
254.08 109010.89
253.08 109027.65
252.08 110154.18
251.08 109791.07
250.08 113027.27
249.08 109006.81
248.08 113045.75
247.08 108610.6
246.08 108616.04
245.08 112003.84
244.08 111301.02
243.08 110963.91
242.08 109415.47
241.08 107036.79
240.08 110857.22
239.08 114787.52
238.08 117253.6
237.08 122641.76
236.08 131991.31
235.08 134639.95
234.08 129302.47
233.08 135502.73
232.08 134406.29
231.08 129413.76
230.08 119647.87
229.08 118026.89
228.08 115093.57
227.08 112031.87
226.08 110104.18
225.08 104352.38
224.08 108479.29
223.08 102184.57
222.08 100059.38
221.08 104090.36
220.08 105902.13
219.08 96819.62
218.08 98559.3
217.08 100773.01
216.08 103553.68
215.08 106340.39
214.08 102547.12
213.08 108858.78
212.08 106527.66
211.08 108910.96
210.08 106411.15
209.08 105621.25
208.08 107286.76
207.08 104890.03
206.08 99900.34
205.08 100587.72
204.08 98797.92
203.08 92893.38
202.08 95941.6
201.08 104582.3
200.08 106354.97
199.08 113921.11
198.08 124265.34
197.08 129665.92
196.08 142402.88
195.08 155961.62
194.08 135368.77
193.08 106447.1
192.08 86789.3
191.08 84626.83
190.08 78114.06
189.08 79081.48
188.08 78059.97
187.08 74570.14
186.08 79117.11
185.08 81190.38
184.08 80026.93
183.08 79213.3
182.08 83357.2
181.08 80279.03
180.08 79401.66
179.08 79278.68
178.08 80065.82
177.08 81450.84
176.08 79889.1
175.08 81931.76
174.08 80540.42
173.08 82562.47
172.08 84692.93
171.08 84338.96
170.08 86794.58
169.08 83220.92
168.08 85164.8
167.08 83737.71
166.08 86034.83
165.08 82025.6
164.08 89802.98
163.08 83762.58
162.08 81721.59
161.08 83308.89
160.08 81228.83
159.08 84299.76
158.08 84618.15
157.08 82489.52
156.08 87703.46
155.08 80539.48
154.08 85193.77
153.08 88477.32
152.08 88296.36
151.08 87014.81
150.08 87048.87
149.08 89066.73
148.08 85907.33
147.08 91138.98
146.08 87153.95
145.08 88652.28
144.08 90940.83
143.08 94132.62
142.08 91641.07
141.08 96524.65
140.08 94779.36
139.08 97192.35
138.08 101692.25
137.08 101469.88
136.08 102971.01
135.08 104669.03
134.08 103977.48
133.08 107940.72
132.08 105472.96
131.08 98185.46
130.08 99854.53
129.08 92159.01
128.08 90486.26
127.08 88964.51
126.08 84089.32
125.08 85538.58
124.08 84573.52
123.08 78435.58
122.08 87056.8
121.08 81693.87
120.08 84336.77
119.08 88077.91
118.08 86483.5
117.08 86197.49
116.08 91309.34
115.08 89651.1
114.08 79925.92
113.08 82293.41
112.08 81765.19
111.08 81313.83
110.08 90817.02
109.08 110737.65
108.08 125638.91
107.08 158999.39
106.08 203246.88
105.08 262377.77
104.08 263880.94
103.08 241573.24
102.08 251204.19
101.08 220742.65
100.08 121559.17
99.08 59465.72
98.08 43185.76
97.08 40680.55
96.08 36269.63
95.08 37518.74
94.08 32559.2
93.08 31014.48
92.08 31563.71
91.08 32099.73
90.08 33265.9
89.08 32019.79
88.08 32040.37
87.08 31833.67
86.08 28846.66
85.08 30021.49
84.08 30674.63
83.08 28394.14
82.08 29641.6
81.08 30117.53
80.08 29994.93
79.08 30835.4
78.08 31836.73
77.08 32255.11
76.08 31954.86
75.08 31293.1
74.08 31587.27
73.08 32533.69
72.08 33917.4
71.08 33612.82
70.08 34506.9
69.08 31772.9
68.08 31822.31
67.08 33143.89
66.08 32179.82
65.08 36373.59
64.08 39203.56
63.08 47656.37
62.08 53308.98
61.08 55305.09
60.08 46996.8
59.08 34137.6
58.08 24182.5
57.08 20730.09
56.08 18337.81
55.08 19573.44
54.08 18731.4
53.08 18684.61
52.08 17380.36
51.08 19067.73
50.08 17087.24
49.08 16755.23
48.08 20937.99
47.08 18524.59
46.08 17352.58
45.08 18337.06
44.08 17460.64
43.08 18760.47
42.08 19328.61
41.08 19198.18
40.08 18516.52
39.08 20016.57
38.08 21529.3
37.08 21557.98
36.08 23951.67
35.08 26737.49
34.08 24495.08
33.08 21915.03
32.08 16341.87
31.08 13696.21
30.08 13841.79
29.08 13363.45
28.08 12817.54
27.08 13418.7
26.08 14276.29
25.08 12890.93
24.08 14148.41
23.08 18952.39
22.08 24543.21
21.08 27580.47
20.08 27005.04
19.08 29994.28
18.08 35332.83
17.08 35135.68
16.08 35639.82
15.08 20270.67
14.08 9786.88
13.08 7643.3
12.08 6260.43
11.08 5008.15
10.08 6201.77
9.08 6561.21
8.08 8068.13
7.08 11205.43
6.08 14399.1
5.08 15550.31
4.08 12316.87
3.08 12894.59
2.08 12780.07
1.08 9999.98
0.08 4667.65
-0.92 1231.56
-1.92 703.19
-2.92 429.7
-3.92 192.98
-4.92 130.33
